course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
GER 571,GER,571,Medieval German Studies,4 Hours,"Seminar in selected genres, themes, or authors of the Middle Ages. Epic, lyric, and didactic works in prose and verse are read in the original language. Same as MDVL 571. May be repeated to a maximum of 12 hours if topics vary.",,,,,,
GER 572,GER,572,Early Modern German Studies,4 Hours,"Seminar in selected genres, themes, or authors of the early modern period (1500-1700). May be repeated to a maximum of 12 hours if topics vary.",,,,,,
GER 573,GER,573,18thC German Studies,4 Hours,"Seminar in selected genres, themes, or authors of the eighteenth century. May be repeated in separate semesters to a maximum of 12 hours if topics vary.",,,,,,
GER 574,GER,574,19thC German Studies,4 Hours,"Seminar in selected genres, themes, or authors of the nineteenth century. May be repeated in separate semesters to a maximum of 12 hours if topics vary.",,,,,,
GER 575,GER,575,20thC German Studies,4 Hours,"Seminar in selected genres, themes, or authors of the twentieth century. May be repeated in separate semesters to a maximum of 12 hours if topics vary.",,,,,,
GER 576,GER,576,Open Seminar in German Studies,4 Hours,"Seminar in literary phenomena (such as movements, genres and forms, relations, themes and types, interdisciplinary studies, women's studies) that go beyond the confines of a particular century. May be repeated in separate semesters to a maximum of 12 hours if topics vary.",,,,,,
GER 580,GER,580,Classroom Language Acquisition,4 Hours,"Same as EIL 580, FR 580, ITAL 580, PORT 580, and SPAN 580. See SPAN 580.",,,,,,
GER 582,GER,582,German Language Teaching,4 Hours,"In-depth exploration of fundamental concepts of teaching German at the college level; designed for Teaching Assistants. Topics include teaching approaches, lesson planning, vocabulary, grammar, listening, speaking, reading, writing, culture, assessment, instructional technology, and curriculum design.",,,,,,
GER 584,GER,584,Theories in Second Language Acquisition,4 Hours,"Same as CI 584, EALC 584, EPSY 563, FR 584, ITAL 584, LING 584, PORT 584, and SPAN 584. See SPAN 584.",,,,,,
GER 588,GER,588,Sem Second Lang Learn,4 Hours,"Same as EALC 588, FR 588, ITAL 588, LING 588, PORT 588, and SPAN 588. See SPAN 588.",,,,,,
GER 593,GER,593,Research in Special Topics,1 to 8 Hours,May be repeated to a maximum of 8 hours.,,,,,,
GER 599,GER,599,Thesis Research,0 to 16 Hours,Approved for S/U grading only. May be repeated in the same term or in separate terms.,,,,,,
