course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
MCB 298,MCB,298,MCB Honors Lab Discussion,1 Hour,Discussion section associated with the Honors lab sections of MCB 251 and MCB 253. Concurrent enrollment in the appropriate Honors lab section is required. May be repeated in separate terms to a maximum of 2 hours.,,,,,,
MCB 299,MCB,299,MCB Merit Program Discussion,1 Hour,"Provides the extra earned credit hours for students enrolled in the Merit Program in MCB 250, MCB 252, or MCB 354. Approved for letter and S/U grading. May be repeated up to 6 hours in a semester, to a maximum of 10 total hours. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,,,,,
MCB 300,MCB,300,Microbiology,3 Hours,"Emphasizes fundamental concepts of microbiology, including nutrition, physiology, genetics, molecular biology, ecology and evolution of microorganisms, and their role in nature, human health and disease. Credit is not given for both MCB 300 and MCB 100. Prerequisite: MCB 250 and credit or concurrent registration in MCB 252 or consent of instructor.",Prerequisite: MCB 250 and credit or concurrent registration in MCB 252 or consent of instructor.,Credit is not given for both MCB 300 and MCB 100.,,,,3.50
MCB 301,MCB,301,Experimental Microbiology,3 Hours,"Laboratory emphasizing the fundamentals of microbiology. Topics include growth, isolation, and identification of bacteria; restriction endonuclease analysis of DNA, genetic cloning, and gene transfer. Computer methods are used for the identification of microorganisms and for the analysis of recombinant DNA molecules. Prerequisite: MCB 250 and MCB 251 and credit or concurrent registration in MCB 300, or consent of instructor.","Prerequisite: MCB 250 and MCB 251 and credit or concurrent registration in MCB 300, or consent of instructor.",,,,,3.30
MCB 314,MCB,314,Introduction to Neurobiology,3 Hours,"Introduction to functional and organizational principles of the mammalian nervous system. Topics include the function of nerve cells, neural signaling, sensory and motor systems, learning and memory, attention, motivation, emotions, language, neural development and neurological disorders. A general introduction appropriate for all majors. Same as NEUR 314. Prerequisite: Junior or senior standing.",Prerequisite: Junior or senior standing.,,,,,2.70
MCB 316,MCB,316,Genetics and Disease,4 Hours,"Introduction of the structure, expression, and regulation of genes of higher eukaryotes with an emphasis upon animal cells. Specific topics will include chromatin structure and its relation to gene expression, regulation of gene expression during development, recombination, molecular genetic technologies, gene replacement therapy, and the molecular genetics of cancers. Credit is not given for both MCB 316 and MCB 317. Prerequisite: MCB 150 and credit or concurrent registration in MCB 250 or consent of instructor.",Prerequisite: MCB 150 and credit or concurrent registration in MCB 250 or consent of instructor.,Credit is not given for both MCB 316 and MCB 317.,,,,
MCB 317,MCB,317,Genetics and Genomics,4 Hours,"Study of genetics as a discipline, genetic analysis as a tool to understand biology and the role of genome sciences in biology. Credit is not given for both MCB 317 and MCB 316. Prerequisite: MCB 250, MCB 251, MCB 252, and MCB 253; or consent of instructor.","Prerequisite: MCB 250, MCB 251, MCB 252, and MCB 253; or consent of instructor.",Credit is not given for both MCB 317 and MCB 316.,,,,3.04
MCB 320,MCB,320,Mechanisms of Human Disease,3 Hours,"The advent of molecular biology and the Human Genome Project has dramatically increased our understanding of the mechanisms of human disease. The underlying molecular causes for many diseases have been elucidated. This course examines how abnormalities that occur at the molecular and cellular level manifest as pathologies affecting the structure and function of human tissues and organs. In addition, this course focuses on the pathophysiology of common human diseases and the environmental, genetic and epigenetic causes of specific disease types. Prerequisite: MCB 252 or consent of instructor.",Prerequisite: MCB 252 or consent of instructor.,,,,,3.29
MCB 354,MCB,354,Biochem & Phys Basis of Life,3 Hours,"Introduction to biochemistry and structural biology emphasizing the physical and chemical properties of macromolecules. Credit is not given for both MCB 354 and MCB 450. Prerequisite: CHEM 232 or CHEM 236, and MCB 250 and MCB 252, or consent of instructor.","Prerequisite: CHEM 232 or CHEM 236, and MCB 250 and MCB 252, or consent of instructor.",Credit is not given for both MCB 354 and MCB 450.,,,,3.12
MCB 364,MCB,364,Eukaryotic Cell Biology Laboratory,2 Hours,"Laboratory course emphasizing biochemical, immunological and molecular biological techniques used to probe the molecules and processes of eukaryotic cells. Special emphasis will be given to the cell cycle, intracellular trafficking, and cellular differentiation. Students will also learn proper data handling and reporting techniques. Prerequisite: MCB 252 and MCB 253 or consent of instructor. Priority is given to undergraduate MCB and Biochemistry majors.",Prerequisite: MCB 252 and MCB 253 or consent of instructor.,,,,,3.33
MCB 400,MCB,400,Cancer Cell Biology,"3 Hours
3 undergraduate hours. 3 graduate hours.","Principles of eukaryotic cell biology with an emphasis on cancer cell biology; consideration of molecular and fine structural components of the cell with an emphasis on experimental analysis of the relationship of structure to function of gene, membrane, cytoskeleton, and extracellular matrix. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250, MCB 251, MCB 252, MCB 253, and credit or concurrent registration in MCB 354 or MCB 450 or consent of instructor.","Prerequisite: MCB 250, MCB 251, MCB 252, MCB 253, and credit or concurrent registration in MCB 354 or MCB 450 or consent of instructor.",,,,,2.81
MCB 401,MCB,401,Cellular Physiology,"3 Hours
3 undergraduate hours. 3 graduate hours.","Foundational principles of cellular physiology. Topics include solute/water transport, membrane bio electricity, action potentials, ion channel physiology, neuromuscular transmission, muscle physiology, and central neurophysiology and plasticity. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor.",Prerequisite: MCB 252 or consent of instructor.,,,,,3.29
MCB 402,MCB,402,Sys & Integrative Physiology,"3 Hours
3 undergraduate hours. 3 graduate hours.","Examines human systems physiology. Topics to be covered include the nervous and endocrine systems, muscle physiology, cardiac physiology, respiratory physiology, blood and immune homeostasis, renal physiology, and gastrointestinal physiology and energy homeostasis. Special emphasis is on homeostatic control and integration of body systems in both health and disease. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor.",Prerequisite: MCB 252 or consent of instructor.,,,,,3.63
MCB 406,MCB,406,Gene Expression & Regulation,"3 Hours
3 undergraduate hours. 3 graduate hours.","Provides in-depth and up-to-date coverage of gene expression and regulation. Lectures are centered on the principles of regulating gene expression in eukaryotic cells. The course covers macromolecule structure and function in gene expression; molecular mechanisms of the key gene expression events including transcription, RNA processing, localization and translation. Applications of these principles in medicine and therapeutics such as aging, cancer and drug design are also discussed. Same as BIOC 406. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 354 or consent of instructor.",Prerequisite: MCB 354 or consent of instructor.,,,,,3.65
MCB 408,MCB,408,Immunology,"3 Hours
3 undergraduate hours. 3 graduate hours.","Introduction to fundamentals of immunology with emphasis on biological application; basic background for understanding immunological responses and techniques applicable to biological research. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250, MCB 251, MCB 252, MCB 253, and MCB 354; or consent of instructor.","Prerequisite: MCB 250, MCB 251, MCB 252, MCB 253, and MCB 354; or consent of instructor.",,,,,3.64
MCB 410,MCB,410,"Developmental Biology, Stem Cells and Regenerative Medicine","3 Hours
3 undergraduate hours. 3 graduate hours.","Survey of molecular and cellular mechanisms involved in development and growth of animals, as well as recent advancement in stem cell and Regenerative medicine research. Topics to be covered include fertilization and early cell lineage, body axis formation, gastrulation, neural induction and patterning, segmentation, and other aspects of pattern formation including organogenesis and limb development, as well as embryonic stem cells, induced pluripotent stem cells, adult stem cells, regeneration and regenerative medicine. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor.",Prerequisite: MCB 252 or consent of instructor.,,,,,3.46
MCB 413,MCB,413,Endocrinology,"3 Hours
3 undergraduate hours. 3 graduate hours.",Physiology and biochemistry of the endocrine system and its hormones with special reference to vertebrates and to human endocrine disorders. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor. One semester of biochemistry is recommended.,Prerequisite: MCB 252 or consent of instructor.,,,,,3.39
MCB 418,MCB,418,Neurobiology of the Senses,"3 Hours
3 undergraduate hours. 3 graduate hours.","Presents the major functions of the sensory systems and the mechanisms of sensation and perception at the molecular, cellular, and systems levels. In addition, it considers the physiological basis of sensory system development, plasticity, and disease based upon human clinical data and research in animal models. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 314, or equivalent, or consent of instructor.","Prerequisite: MCB 314, or equivalent, or consent of instructor.",,,,,
MCB 420,MCB,420,Phage Discovery,"3 Hours
3 undergraduate hours. 3 graduate hours.","Research-based lab course that isolates new bacterial viruses (phages) and characterizes their phenotypic and genotypic features, with an overarching class goal to build a collection of diverse phages that are suitable for therapeutic and other applications. Includes lectures and discussions on current scientific literature and experiments using modern microbiology, microscopy, molecular, and genomics techniques. The course exposes students to the full spectrum of activities entailed in conducting authentic scientific research. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 251 or MCB 253, or equivalent, or consent of instructor.","Prerequisite: MCB 251 or MCB 253, or equivalent, or consent of instructor.",,,,,
MCB 421,MCB,421,Microbial Genetics,"3 Hours
3 undergraduate hours. 3 graduate hours.","Prokaryotic microbial genetic systems; emphasis on typical data analyses, together with the basic classes of genetic phenomena. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 or consent of instructor.",Prerequisite: MCB 300 or consent of instructor.,,,,,
MCB 424,MCB,424,Microbial Biochemistry,"3 Hours
3 undergraduate hours. 3 graduate hours.","Examines the biochemical ecology of diverse microbial groups with emphasis on anaerobic systems. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250 and MCB 354 or MCB 450, or consent of instructor.","Prerequisite: MCB 250 and MCB 354 or MCB 450, or consent of instructor.",,,,,3.48
MCB 426,MCB,426,Bacterial Pathogenesis,"3 Hours
3 undergraduate hours. 3 graduate hours.","Emphasizes prokaryotes that cause important diseases in humans and other animals; host-parasite bacteriology; and chemistry and genetics of mechanisms of pathogenesis. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 and MCB 354, or consent of instructor.","Prerequisite: MCB 300 and MCB 354, or consent of instructor.",,,,,2.80
MCB 428,MCB,428,Microbial Pathogens Laboratory,"2 Hours
2 undergraduate hours. 2 graduate hours.","Laboratory study of methods of recognition and differentiation, diagnostic tests, and mechanisms of bacterial and viral pathogenesis. Topics include infections of the urinary tract, respiratory tract, gastrointestinal tract, and sexually transmitted diseases. 2 undergraduate hours. 2 graduate hours. Prerequisite: MCB 300 and MCB 301 or consent of instructor.",Prerequisite: MCB 300 and MCB 301 or consent of instructor.,,,,,3.28
MCB 430,MCB,430,Molecular Microbiology,"3 Hours
3 undergraduate hours. 3 graduate hours.","Modern contributions to the science of microbiology; emphasizes the structure, function, and synthesis of informational macromolecules and on the role microorganisms have played in molecular biology. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 and credit or concurrent registration in MCB 354, or consent of instructor.","Prerequisite: MCB 300 and credit or concurrent registration in MCB 354, or consent of instructor.",,,,,
MCB 431,MCB,431,Microbial Physiology,"3 Hours
3 undergraduate hours. 3 graduate hours.","Examines bacterial physiology, including discussions of energetics, regulation of metabolism, and cell structure. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 or equivalent; credit or concurrent registration in a biochemistry course.",Prerequisite: MCB 300 or equivalent; credit or concurrent registration in a biochemistry course.,,,,,3.41
MCB 432,MCB,432,Computing in Molecular Biology,"3 Hours
3 undergraduate hours. 3 graduate hours.","Examination of computational aspects of biology with an emphasis on the relationships between biological questions and their recastings as mathematical or logical problems. Topics are drawn from biochemistry, genetics, molecular sequence analysis, and molecular structure. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250, MCB 252, MCB 354, and calculus I (MATH 220 or MATH 221), and calculus II (MATH 231) or biostatistics (STAT 212); or consent of instructor.","Prerequisite: MCB 250, MCB 252, MCB 354, and calculus I (MATH 220 or MATH 221), and calculus II (MATH 231) or biostatistics (STAT 212); or consent of instructor.",,,,,3.39
MCB 433,MCB,433,Virology & Viral Pathogenesis,3 Hours,Same as PATH 433. See PATH 433.,,,,,,
MCB 434,MCB,434,Food & Industrial Microbiology,3 Hours,Same as FSHN 471. See FSHN 471.,,,,,,
MCB 435,MCB,435,Evolution of Infectious Disease,"3 Hours
3 undergraduate hours. 3 graduate hours.","Understanding the evolution and ecology of the microbial world is of great importance to human health and the health of our planet. Students will explore the ecology and evolution principles that apply to viruses, microbial eukaryotes, archaea and bacteria. The primary literature on historical and emerging infectious diseases will be used to illustrate critical applications of these basic principles. Examples include applying genomics tools to understand the evolutionary basis for antibiotic resistance, the spread of emerging pathogens, and the ecology of probiotics and the human microbiome. The objective of this class is to better understand how humans shape the diversity and dynamics of the microbial world living in and around us every day. Same as IB 442. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 or consent of instructor.",Prerequisite: MCB 300 or consent of instructor.,,,,,3.52
MCB 436,MCB,436,Global Biosecurity,"1 Hour
1 undergraduate hour. 1 graduate hour.","Designed to provide students with broad coverage of key areas of scientific, legal, social, ethical, and political aspects of biosecurity, emphasizing current problems and research in the areas of biodefense, emerging infectious diseases, synthetic biology, and other topics. In combination with related reading assignments, the weekly special topics-based seminar will integrate knowledge of modern biomedical research, advances in biotechnology, and natural and manmade biological threats with the skills to analyze and develop public policies and strategies for enhancing global biosecurity. 1 undergraduate hour. 1 graduate hour. Prerequisite: MCB 150 or the equivalent or consent of instructor.",Prerequisite: MCB 150 or the equivalent or consent of instructor.,,,,,3.84
MCB 438,MCB,438,Virology,"3 Hours
3 undergraduate hours. 3 graduate hours.","Viruses are intimately involved in the lives of all major life forms and impose enormous public health and economic burdens upon human society. This course will focus on the common fundamental biological concepts that underlie and connect the replication strategies of diverse virus families and will examine host interactions between viruses and the host influence infection outcome. Group discussion of primary literature will be used to illustrate experimental approaches for exploring fundamental questions in virology. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 300 and MCB 354, or consent of instructor.","Prerequisite: MCB 300 and MCB 354, or consent of instructor.",,,,,3.40
MCB 442,MCB,442,Comparative Immunobiology,4 Hours,Same as ANSC 450 and PATH 410. See ANSC 450.,,,,,,
MCB 446,MCB,446,Physical Biochemistry,3 Hours,Same as CHEM 472 and BIOC 446. See BIOC 446.,,,,,,
MCB 450,MCB,450,Introductory Biochemistry,"3 Hours
3 undergraduate hours. 3 graduate hours.","Chemistry and metabolism of carbohydrates, lipids, proteins, nucleic acids, vitamins, and coenzymes and their relation to the regulation and processes of organisms, cells, and subcellular components. 3 undergraduate hours. 3 graduate hours. Credit is not given for both MCB 450 and MCB 354. Prerequisite: CHEM 232 or CHEM 236, or equivalent, or consent of instructor. Not intended for students in the MCB or biochemistry curricula.","Prerequisite: CHEM 232 or CHEM 236, or equivalent, or consent of instructor.",Credit is not given for both MCB 450 and MCB 354.,,,,3.00
MCB 460,MCB,460,Neuroanatomy Laboratory,"2 Hours
2 undergraduate hours. 2 graduate hours.","Laboratory course emphasizing the fundamentals of neuroanatomy. The major sensory, motor, and integrative neural systems of the human brain are explored. Based on an understanding of normal neural connections and brain function, the anatomical and physiological bases for multiple neurological disorders are also discussed. Primary literature and clinical case studies will inform discussions throughout the course. 2 undergraduate hours. 2 graduate hours. Prerequisite: MCB 314 or consent of instructor.",Prerequisite: MCB 314 or consent of instructor.,,,,,3.90
MCB 461,MCB,461,Cell & Molecular Neuroscience,"3 Hours
3 undergraduate hours. 3 graduate hours.","Designed as an in-depth foundation course for graduate and undergraduate students with strong neuroscience interests. Covers up-to-date cellular and molecular neurobiology (including basic principles of neuronal function, signaling, and plasticity) and introductory brain anatomy that underlie brain function and animal behaviors. Pathogenic mechanisms of neurological diseases and disorders from the latest research will be heavily explored. Same as NEUR 461. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252, MCB 250 or equivalent, or consent of instructor. May be taken concurrently with MCB 462.","Prerequisite: MCB 252, MCB 250 or equivalent, or consent of instructor.",,,,,3.79
MCB 462,MCB,462,Integrative Neuroscience,"3 Hours
3 undergraduate hours. 3 graduate hours.","Employs integrative, multi-level systems approaches to nervous system and behavior. Focuses on neural circuits in sensory integration, pattern generation, the integration of sensation, internal states and learning in behavioral decision, the neuronal natures of pain, sleep, and biological rhythms, neuroeconomics, new vistas in neural modeling and interfacing brain and machine. Students are presented in neuroethological contexts of evolution and the economics of behavior and physiology. Same as NEUR 462. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor. May be taken concurrently with MCB 461.",Prerequisite: MCB 252 or consent of instructor.,,,,,3.52
MCB 465,MCB,465,Human Metabolic Disease,"3 Hours
3 undergraduate hours. 3 graduate hours.","Examination of the molecular and physiological basis of human metabolic disease. Disruption of metabolic and energy homeostasis plays key roles leading to metabolic disorders. We will examine how lipid/glucose levels and energy balance are controlled in health and how they are abnormally regulated in disease sates. In addition, we will cover current topics related to control of metabolism including aging and circadian rhythms. Methodologies leading to scientific discoveries and potential preventive and therapeutic agents will also be discussed. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250, MCB 252, or consent of instructor.","Prerequisite: MCB 250, MCB 252, or consent of instructor.",,,,,3.16
MCB 466,MCB,466,Neuro & Molecular Pharmacology,"3 Hours
3 undergraduate hours. 3 graduate hours.","Introduction to fundamental principles of pharmacology that provides a comprehensive understanding of the principles and concepts applied to modern pharmacology, including pharmacokinetics, pharmacodynamics, neuropharmacology, toxicology, drug development and clinical trials, and drugs targeting various diseases. Emphasis is placed on the mechanisms of action. The course will cover several classes of drugs, including anti-infective agents, autonomic/central nervous system modulators, neuropharmacology, anti-cancer therapeutics and drugs targeting the major organ systems of the body. In an active learning style, case studies and sample MCAT questions will be used to bring relevance to covered topics. This course is ideal for those interested in pharmacology, neuropharmacology, pharmacy, medicine, veterinary medicine, nursing, kinesiology, or graduate school in the life sciences. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 and MCB 354, or consent of instructor.","Prerequisite: MCB 252 and MCB 354, or consent of instructor.",,,,,3.53
MCB 468,MCB,468,Cancer Pathophysiology,"3 Hours
3 undergraduate hours. 3 graduate hours.","Abnormalities that occur at the molecular and cellular level manifest as pathologies affecting the onset and progression of various forms of cancer. This course focuses on the pathophysiology of common human cancers and the genetic and environmental factors that influence malignant invasion and metastasis. The involvement of these biological factors in cancer development, diagnosis, prevention, and management will be examined throughout the course integrating basic science and clinical aspects central to oncology. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252; MCB 354 or MCB 450 or consent of instructor.",Prerequisite: MCB 252; MCB 354 or MCB 450 or consent of instructor.,,,,,
MCB 471,MCB,471,Cell Structure and Dynamics,"3 Hours
3 undergraduate hours. 3 graduate hours.","Molecular basis of cellular organization focusing on how cells secrete, move, adhere, divide, communicate, and die. Material will emphasize critical analysis of experiments, current controversies and hypothesis testing. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 250 and MCB 252 or consent of instructor. Prior or concurrent enrollment in MCB 354 desirable.",Prerequisite: MCB 250 and MCB 252 or consent of instructor.,,,,,3.90
MCB 474,MCB,474,Genetic Disorders & Counseling,"3 Hours
3 undergraduate hours. 3 graduate hours.","Addresses key issues in human genetics at an advanced level and is designed for future pre-health care professionals. The course covers basic principles of medical ethics, chromosomes, complex disorders like autism and Alzheimer’s disease, gene therapy, and emerging technologies like CRISPR. Relevance to counseling individuals with these disorders will be discussed throughout the course, including calculations of recurrence risk for each disorder. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 317 or equivalent, or consent of instructor.","Prerequisite: MCB 317 or equivalent, or consent of instructor.",,,,,3.86
MCB 480,MCB,480,Eukaryotic Cell Signaling,"3 Hours
3 undergraduate hours. 3 graduate hours.","General principles of molecular signaling regulating membrane, cytoplasmic, and nuclear events in eukaryotic cells with emphasis on mammalian systems. Contemporary methods of investigation and the principles of identifying and solving problems related to signal transduction will be emphasized. 3 undergraduate hours. 3 graduate hours. Prerequisite: MCB 252 or consent of instructor.",Prerequisite: MCB 252 or consent of instructor.,,,,,3.50
