course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
GEOL 411,GEOL,411,Structural Geol and Tectonics,"4 Hours
4 undergraduate hours. 4 graduate hours.","Introduction to principles of rock deformation, stress, and strain; description and interpretation of geologic structures; study of methods for structural analysis; outline of geotectonic processes; three hours of lecture and a three-hour lab per week. Required four-day field trip. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Prerequisite: GEOL 107 or consent of instructor.",Prerequisite: GEOL 107 or consent of instructor.,,,,,
GEOL 415,GEOL,415,Field Geology,"2 to 8 Hours
2 to 8 undergraduate hours. 2 to 8 graduate hours.","Group field study in a prominent geologic locality; includes in-class meetings, student-led presentation, and field trip; trips run during spring break, winter break, in mid-end May or intercession; dates depend on location. Additional fees may apply. See Class Schedule. 2 to 8 undergraduate hours. 2 to 8 graduate hours. May be repeated. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,,,,,
GEOL 416,GEOL,416,Applied Digital Geosciences,"3 Hours
3 undergraduate hours. 3 graduate hours.","Applied digital field methods. Students develop research strategies, collect remote field observations, compile unit descriptions, measure stratigraphic sections, evaluate and interpret uncertainty in data, construct geologic maps and cross sections, and interpret natural hazard maps. Uses digital topographic overlays in Google Earth and remote data imported into GIS. Designed to prepare students for successful careers in the geosciences. 3 undergraduate hours. 3 graduate hours. May be repeated up to 6 hours, in separate terms if topics vary. Prerequisite: GEOL 411, GEOL 208 or GEOL 440, and one additional 400-level geology course, or permission of the instructor.","Prerequisite: GEOL 411, GEOL 208 or GEOL 440, and one additional 400-level geology course, or permission of the instructor.",,,,,
GEOL 417,GEOL,417,"Geol Field Methods, Western US","6 Hours
6 undergraduate hours. 6 graduate hours.","Field course based in the mountains of the western United States. Provides intensive practical experience in geologic mapping, as well as instruction in field structural, stratigraphic, geomorphologic, and petrologic analysis. Offered during summer session only. Additional fees may apply. See Class Schedule. 6 undergraduate hours. 6 graduate hours. Prerequisite: Eight hours of 400-level credit in geology, or consent of instructor; GEOL 411, GEOL 432, and GEOL 440 are recommended.","Prerequisite: Eight hours of 400-level credit in geology, or consent of instructor; GEOL 411, GEOL 432, and GEOL 440 are recommended.",,,,,
GEOL 432,GEOL,432,Mineralogy and Mineral Optics,"4 Hours
4 undergraduate hours. 4 graduate hours.","Introduction to: crystallography; crystal optics; structure, composition, properties, stability and geological occurrences of minerals; and mineral identification. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Credit is not given for both GEOL 333 and GEOL 432. Prerequisite: GEOL 208 and CHEM 104 and CHEM 105.",Prerequisite: GEOL 208 and CHEM 104 and CHEM 105.,Credit is not given for both GEOL 333 and GEOL 432.,,,,
GEOL 436,GEOL,436,Petrology and Petrography,"4 Hours
4 undergraduate hours. 4 graduate hours.","Study of the minerals, compositions, textures, structures, classifications, and origins of igneous and metamorphic rocks; lectures emphasize rock forming processes (petrology), and laboratories emphasize use of the petrographic microscope (petrography). Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Prerequisite: GEOL 432.",Prerequisite: GEOL 432.,,,,,
GEOL 440,GEOL,440,Sedimentology and Stratigraphy,"4 Hours
4 undergraduate hours. 4 graduate hours.","Introduces dynamics of sedimentation, geology of sedimentary basins, the distribution of geologic processes through time, definition and correlation of stratigraphic units, principles of paleogeography, stratigraphy and tectonics. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Prerequisite: GEOL 208 or consent of instructor.",Prerequisite: GEOL 208 or consent of instructor.,,,,,
GEOL 450,GEOL,450,Investigating the Earth’s Interior,"3 Hours
3 undergraduate hours. 3 graduate hours.","Overview of how seismology, magnetics, gravity, geodesy, and surface geology can help us understand the Earth from its surface to its core as well as its temporal evolution. Topics include the internal composition and dynamics of Earth, generation of Earth's gravitational and geomagnetic fields, driving mechanisms for tectonic plate motion, continental deformation, and surface topography. Students wanting a more quantitative treatment of geophysics should enroll in GEOL 452. 3 undergraduate hours. 3 graduate hours. Credit is not given toward graduation for: Credit is not given for both GEOL 450 and GEOL 452. Prerequisite: PHYS 102 or PHYS 212, GEOL 107, or consent of instructor.","Prerequisite: PHYS 102 or PHYS 212, GEOL 107, or consent of instructor.",Credit is not given toward graduation for: Credit is not given for both GEOL 450 and GEOL 452.,,,,
GEOL 451,GEOL,451,Environmental Geophysics,"4 Hours
4 undergraduate hours. 4 graduate hours.","Discusses geophysical methods to reveal subsurface structures. Topics include seismic methods, gravity, magnetics, electrical methods, ground penetrating radar, borehole geophysics, and their applications to hydrocarbon and mineral exploration as well as engineering and environmental investigations. 4 undergraduate hours. 4 graduate hours. Several required local trips for field experiments. Prerequisite: MATH 241 and PHYS 212; or consent of instructor.",Prerequisite: MATH 241 and PHYS 212; or consent of instructor.,,,,,
GEOL 452,GEOL,452,Introduction to Geophysics,"4 Hours
4 undergraduate hours. 4 graduate hours.","Provides a broad overview of basic concepts and fundamental knowledge of the physics of the Earth. Topics include seismology, gravity, geomagnetism, Earth's thermal state, and geodynamics. Intended for undergraduates in the geophysics concentration and other students who want a more quantitative treatment of the subject than GEOL 450. 4 undergraduate hours. 4 graduate hours. Credit is not given for both GEOL 452 and GEOL 450. Prerequisite: MATH 241 and PHYS 211; or consent of instructor.",Prerequisite: MATH 241 and PHYS 211; or consent of instructor.,Credit is not given for both GEOL 452 and GEOL 450.,,,,
GEOL 454,GEOL,454,Introduction to Seismology,"3 or 4 Hours
3 or 4 undergraduate hours. 3 or 4 graduate hours.","Introducing the basic theory of seismic wave generation and propagation and its application to Earth structure and earthquakes, including body waves, surface waves, inference of Earth structure, seismic prospecting, earthquake mechanisms, and strong ground motions. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Students participating in optional class projects receive an additional hour of credit. Prerequisite: MATH 285 or consent of instructor.",Prerequisite: MATH 285 or consent of instructor.,,,,,
GEOL 460,GEOL,460,Geochemistry,"3 Hours
3 undergraduate hours. 3 graduate hours.","Fundamental chemical and physical concepts applied to geological processes; topics include: origin, distribution, and geochemical behavior of elements; chemical evolution of the Earth; geochemistry of natural waters and sedimentary rocks; isotope geochemistry, crystal chemistry, trace element geochemistry and organic geochemistry. 3 undergraduate hours. 3 graduate hours. Prerequisite: GEOL 107; CHEM 104; CHEM 105; MATH 220 or MATH 221; or consent of instructor.",Prerequisite: GEOL 107; CHEM 104; CHEM 105; MATH 220 or MATH 221; or consent of instructor.,,,,,
GEOL 470,GEOL,470,Introduction to Hydrogeology,"4 Hours
4 undergraduate hours. 4 graduate hours.","Introduction to the occurrence and movement of groundwater through the earth's crust; topics include aquifers and porous media, fluid flow and solute transport, well installation, groundwater contamination, recharge/discharge, irrigation and hydrocarbon resources. Same as ESE 470. 4 undergraduate hours. 4 graduate hours. Prerequisite: MATH 220 or MATH 221; senior standing is recommended; or consent of instructor.",Prerequisite: MATH 220 or MATH 221; senior standing is recommended; or consent of instructor.,,,,,
GEOL 481,GEOL,481,Earth Systems Modeling,4 Hours,"Same as ATMS 421, ESE 421, GGIS 421 and NRES 422. See ATMS 421.",,,,,,
GEOL 483,GEOL,483,Challenges of Sustainability,3 Hours,Same as ESE 482 and GGIS 482. See ESE 482.,,,,,,
GEOL 484,GEOL,484,Paleoclimatology,"4 Hours
4 undergraduate hours. 4 graduate hours.","Survey of Earth's past climate variability, ranging from million-year to interannual time scales. Introduction to paleoclimate proxies including tree rings, marine and lake sediment cores, ice cores, corals, and speleothems. Focus on the drivers of climate change, major modes of climate variability, and how paleoclimate data can inform projections of future climate change. Same as IB 484. 4 undergraduate hours. 4 graduate hours. Prerequisite: Junior standing required.",Prerequisite: Junior standing required.,,,,,
GEOL 485,GEOL,485,Risk Analysis in Earth Science,3 or 4 Hours,Same as ATMS 404. See ATMS 404.,,,,,,
GEOL 486,GEOL,486,Environmental Consulting,"3 Hours
3 undergraduate hours. 3 graduate hours.","Survey of the fundamental science and US policy underpinning the practices of environmental consultancy. Environmental consulting is an interdisciplinary field drawing together engineers, geologists, environmental scientists, biologists, chemists, lawyers, social workers, social scientists, lobbyists and analysts. This course describes the myriad of pathways into environmental consulting and prepares students with the fundamental policy and science concepts. Subjects covered are the framework of environmental policy, chemicals of concern and their properties, environmental site assessment, site remediation, land use and ecosystem restoration as well as indoor environmental concerns. Same as ESE 486. 3 undergraduate hours. 3 graduate hours.",,,,,,
GEOL 490,GEOL,490,Undergraduate Research,"1 to 3 Hours
1 to 3 undergraduate hours. No graduate credit.","Students will conduct research under the direct supervision of a geology faculty member. Research topics will vary, and either a summary paper or a poster presentation at a regional or national science conference is required. 1 to 3 undergraduate hours. No graduate credit. Approved for Letter and S/U grading. May be repeated up to six hours. A maximum of 6 credit hours of GEOL 490 and GEOL 491 may be counted toward graduation. Prerequisite: GEOL 208 or equivalent; Consent of supervising faculty member; advance approval by Department of Geology. Intended primarily for sophomores and juniors; not available to freshman students.",Prerequisite: GEOL 208 or equivalent; Consent of supervising faculty member; advance approval by Department of Geology.,No graduate credit.,,,,
GEOL 491,GEOL,491,Honors Undergraduate Research,"1 to 3 Hours
1 to 3 undergraduate hours. No graduate credit.","Students will conduct research for honors credit under the direct supervision of a geology faculty member. Research topics will vary, and either a summary paper or a poster presentation at a regional or national science conference is required. 1 to 3 undergraduate hours. No graduate credit. May be repeated up to 6 hours. A maximum of 6 credit hours of GEOL 490 and GEOL 491 may be counted toward graduation. Prerequisite: GEOL 208 or equivalent; Consent of supervising faculty member and of departmental honors advisor; advance approval by Dept. of Geology. Intended primarily for sophomores and juniors who are James Scholars or Chancellor's Scholars; not available to freshman students.",Prerequisite: GEOL 208 or equivalent; Consent of supervising faculty member and of departmental honors advisor; advance approval by Dept. of Geology.,No graduate credit.,,,,
GEOL 492,GEOL,492,Senior Thesis,"2 to 8 Hours
2 to 8 undergraduate hours. No graduate credit.","Research in geology, with thesis; a thesis must be submitted for credit to be received. 2 to 8 undergraduate hours. No graduate credit. May be repeated. A maximum of 10 hours of GEOL 492 plus GEOL 493 may be counted toward graduation. Prerequisite: Consent of supervising faculty member.",Prerequisite: Consent of supervising faculty member.,No graduate credit.,,,,
GEOL 493,GEOL,493,Honors Senior Thesis,"2 to 8 Hours
2 to 8 undergraduate hours. No graduate credit.",Research in geology with honors thesis; a thesis must be submitted for credit to be received. 2 to 8 undergraduate hours. No graduate credit. May be repeated. A maximum of 10 hours of GEOL 492 plus GEOL 493 may be counted toward graduation. Prerequisite: Consent of supervising faculty member and of departmental honors advisor.,Prerequisite: Consent of supervising faculty member and of departmental honors advisor.,No graduate credit.,,,,
GEOL 497,GEOL,497,Special Topics in Geology,"1 to 4 Hours
1 to 4 undergraduate hours. 1 to 4 graduate hours.",Seminar or lectures in subjects not covered by regular course offerings; for advanced undergraduates and graduate students. Additional fees may apply. See Class Schedule. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated if topics vary. Prerequisite: Consent of instructor.,Prerequisite: Consent of instructor.,,,,,
GEOL 506,GEOL,506,Landscape Evolution Models,4 Hours,"History and significance of conceptual, analog and numerical models of landscape evolution with discussion of philosophical and practical considerations for numerical modeling of coupled geomorphic, geodynamic, ecological and climatic processes. Students will develop and test numerical models of geomorphic settings of their choosing and critique recent publications presenting landscape evolution models. Prerequisite: GEOL 401 and MATH 285.",Prerequisite: GEOL 401 and MATH 285.,,,,,
GEOL 507,GEOL,507,GIS for Geology,4 Hours,"Common applications of geographic information science in geology including examples involving environmental geology, geomorphology, water quality, natural hazards, and structural geology. Develops practical skills using industry-standard GIS software. Case studies requiring GIS analyses will be completed to produce written reports, maps and oral presentations for a range of audiences. Prerequisite: GEOL 401, GEOL 411, and GEOL 470, or consent of the instructor. Restricted to undergraduate majors with permission of instructor and M.S. and Ph.D. students in SESE (Geology, GGIS, and Atmospheric Science) only.","Prerequisite: GEOL 401, GEOL 411, and GEOL 470, or consent of the instructor.",,,,,
GEOL 510,GEOL,510,Integrated Graduate Geology,3 Hours,"Study of broad range of disciplines in geology including geochemistry, geophysics, and geobiology relating to the deep Earth, the crust/lithosphere and hydrosphere through readings of classic papers and presentations by current department faculty. Prerequisite: Consent of Instructor.",Prerequisite: Consent of Instructor.,,,,,
GEOL 511,GEOL,511,Advanced Structural Geology,4 Hours,"Study of selected topics concerning rock deformation processes and products. Introduces current research literature and methods, and the techniques of structural analysis. May include an optional field trip. Additional fees may apply. See Class Schedule. Prerequisite: GEOL 411 or equivalent; consent of instructor.",Prerequisite: GEOL 411 or equivalent; consent of instructor.,,,,,
GEOL 512,GEOL,512,Geotectonics,4 Hours,"Discussion of plate tectonics theory, and nature and distribution of regional-scale earth structures, such as mountain belts; includes study of geological and geophysical evidence that led to modern interpretations of evolution of earth's lithosphere. Field trip required. Additional fees may apply. See Class Schedule. Prerequisite: GEOL 411 or consent of instructor.",Prerequisite: GEOL 411 or consent of instructor.,,,,,
GEOL 515,GEOL,515,Advanced Field Geology,2 to 4 Hours,"Group field study in a prominent geologic locality; includes in-class meetings, student-led presentation, and field trip; trips run during spring break, winter break, mid-end May or intercession; dates depend on location. Additional fees may apply. See Class Schedule. May be repeated. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,,,,,
GEOL 517,GEOL,517,Data Science for the Geosciences,4 Hours,Same as ATMS 517. See ATMS 517.,,,,,,
GEOL 540,GEOL,540,Petroleum Geology,4 Hours,"Application of geoscience to understanding the nature and occurrence of hydrocarbon resources. Emphasizes: source-rock geology and geochemistry, process of petroleum migration, nature of reservoirs and traps, exploration and drilling procedures, interpretation of seismic-reflection profiles, cross-section and sub-surface map construction, classification and tectonics of petroleum-bearing sedimentary basins, application of sequence stratigraphy to exploration, and petroleum-related environmental issues. Prerequisite: GEOL 411 and GEOL 440, or equivalent.","Prerequisite: GEOL 411 and GEOL 440, or equivalent.",,,,,
GEOL 552,GEOL,552,Geodynamics,4 Hours,"Explores dynamic characteristics of the solid earth. Covers physical and mathematical theories of deformation occurring on the surface and within the lithosphere and mantle. Discusses observations that can help us understand past and ongoing earth dynamics; these observation include topography, gravity, heat flow, geology, mineral physics, and seismic and magnetotelluric images, as well as plate tectonics theory. Includes regular lectures and tutorials on geodynamic modeling. Prerequisite: MATH 285, PHYS 211, GEOL 452, or consent of instructor.","Prerequisite: MATH 285, PHYS 211, GEOL 452, or consent of instructor.",,,,,
GEOL 553,GEOL,553,Chemistry of Earth's Interior,4 Hours,"The state of Earth's interior, emphasizing its chemical composition and mineralogy. Focuses on the interpretation of geochemical, petrologic, and laboratory geophysical data related to deep Earth composition, thermal state, structure, and evolution. Prerequisite: GEOL 450, GEOL 452, or consent of instructor.","Prerequisite: GEOL 450, GEOL 452, or consent of instructor.",,,,,
GEOL 560,GEOL,560,Aqueous Geochemistry,4 Hours,"Introduction to geochemical processes occurring in natural waters, with emphasis on the thermodynamic and kinetic controls governing chemical speciation, surface complexation, redox cycling and mineral formation and stability. Applications to a variety of soil and groundwater systems will be presented. Prerequisite: CHEM 104; CHEM 105; MATH 220 or MATH 221; GEOL 460; or equivalents; or consent of instructor.",Prerequisite: CHEM 104; CHEM 105; MATH 220 or MATH 221; GEOL 460; or equivalents; or consent of instructor.,,,,,
GEOL 561,GEOL,561,Geomicrobiology & Geochemistry,4 Hours,"Covers geomicrobiology as it relates to geochemistry with a primary focus on groundwater environments. Topics include energetics of microbial metabolism, influence of microorganisms on geochemistry, geochemical influences on microbial ecology, biogeochemical cycles and molecular biology tools in groundwater. Prerequisite: One year of college-level chemistry or consent of instructor required; one semester of college level biology recommended.",Prerequisite: One year of college-level chemistry or consent of instructor required; one semester of college level biology recommended.,,,,,
GEOL 562,GEOL,562,Isotope Geology,4 Hours,Introduction to the theoretical basis for isotopic fractionation in nature; survey of isotopic variations in natural materials; and application of isotopic variations to problems of geological and environmental significance. Prerequisite: Consent of instructor.,Prerequisite: Consent of instructor.,,,,,
GEOL 563,GEOL,563,Analytical Geochemistry,4 Hours,"Introduces principles and applications of chemical and isotopic analysis of geological materials, including x-ray spectroscopy, mass spectrometry and atomic spectroscopy. Lectures cover theory of analysis while practical laboratory based exercises focus on how instruments work and instrument operation. Individually tailored analysis project constitutes a major part of assessment. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,,,,,
GEOL 564,GEOL,564,Geochronology,4 Hours,"Geochronology encompasses study of the dates and rates of geologic processes, and development of geochemical clocks used to time these events. Covers important geochronologic methods and discusses prominent geochronology-related questions. Focus on three areas: geochronology of the crust, mantle, and core; thermochronology; Quaternary geochronology, or study of dates and rates of geologic processes affecting Earth's surface and atmosphere in recent geologic past. Prerequisite: Familiarity with differential equations, introductory-level geochemistry.","Prerequisite: Familiarity with differential equations, introductory-level geochemistry.",,,,,
GEOL 565,GEOL,565,Water Chemistry & Bioremediation,4 Hours,Introduces surface water and groundwater remediation in the context of chemistry and microbiology using real-world problems and geochemical modeling software. Provides a foundational understanding of microbial metabolism as it relates to bioremediation including specific chemical reactions that are critical to contaminated water clean-up. Emphasis is placed on the integral roles of both abiotic and biotic chemical reactions that are critical to remediation of inorganic and organic contaminants. Uses geochemical modeling to apply chemical and biological principles to the analysis of remediation case-studies. Prerequisite: One year of college-level chemistry or consent of instructor.,Prerequisite: One year of college-level chemistry or consent of instructor.,,,,,
GEOL 571,GEOL,571,Contaminant Fate and Transport,4 Hours,"Quantitative study of the chemical, physical, and microbiological processes controlling the mobility, reaction, and transformation of pollutants in flowing groundwater. Prerequisite: GEOL 460 or GEOL 560 or CEE 443 or CEE 534; and GEOL 470 or CEE 457 or CEE 557; or consent of instructor.",Prerequisite: GEOL 460 or GEOL 560 or CEE 443 or CEE 534; and GEOL 470 or CEE 457 or CEE 557; or consent of instructor.,,,,,
GEOL 572,GEOL,572,Hydrogeology with Python,4 Hours,"Hydrogeologic concepts and real-world datasets are explored using the coding language Python and associated packages (SciPy, NumPy, Pandas, Matplotlib, FloPy). Data will be imported from a variety of sources, then analyzed to develop scientific models, and finally visualized. There will be hands-on experience with: 1) evaluating well tests to determine aquifer properties, 2) developing geologic and potentiometric surfaces from observed data, and 3) understanding implications of boundary conditions (surface waters, faults) on regional groundwater flow. Prerequisite: GEOL 470, CEE 457, or consent of instructor.","Prerequisite: GEOL 470, CEE 457, or consent of instructor.",,,,,
GEOL 573,GEOL,573,River Morphodynamics,4 Hours,Same as CEE 553. See CEE 553.,,,,,,
