course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
IS 299,IS,299,Information Science Study Abroad,0 to 18 Hours,"Provides campus credit toward the undergraduate degree for study at accredited foreign institutions or approved overseas programs. Final determination of credit and its application toward the degree is made by the School of Information Sciences (iSchool) office after a review of the student's work abroad. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 44 hours. Maximum of 18 hours per regular term. Summer session, 0 to 8 hours. Prerequisite: One academic year (or one semester in the case of transfer students) of full-time residence at UIUC, good academic standing, and prior approval of the School of Information Sciences. Consent of major department, school, and Study Abroad Office.","Prerequisite: One academic year (or one semester in the case of transfer students) of full-time residence at UIUC, good academic standing, and prior approval of the School of Information Sciences.",,,,,
IS 304,IS,304,Advanced Research Design,3 Hours,"This course is a practical, hands-on class in social science research methods in the field of information sciences. Students will learn both qualitative and quantitative methods, including survey design, interview techniques, and observation strategies. Examples and practical exercises will be geared towards future work as information professionals and will enable students to design and apply research strategies that help them understand the intersections between people, information, and technologies. Prerequisite: IS 204, or IS 236, or similar research course.","Prerequisite: IS 204, or IS 236, or similar research course.",,,,,
IS 305,IS,305,Programming for Information Problems II,3 Hours,"Continuing coverage of common data processing and computing methods in the information sciences. Building on programming skills from IS 205, additional programming patterns will be explored, and additional tools like the command line and version control will be explored in the context of information problems. Course will be in Python. Some Python review will be provided, but students without prior experience in Python should contact the school or instructor for review material. Prerequisite: IS 205, or CS 101, or CS 105, or CS 125, or ECE 120, or equivalent. Basic programming (Python) proficiency required.","Prerequisite: IS 205, or CS 101, or CS 105, or CS 125, or ECE 120, or equivalent.",,Quantitative Reasoning I,,,
IS 308,IS,308,"Race, Gender, and Information Technology",3 Hours,"In this course we will critically examine the ways in which information and communication technologies (ICTs) are shaped by – and help to shape – social relations of race and gender; and we will extend our review to other categories of identity and exclusion as well, such as age, ability, geography and ethnicity. We will also explore the various benefits and burdens of the information society and how these are socially distributed, and conduct case-studies of policies, practices, and programs designed to enhance opportunities and/or mitigate disadvantages through the creative or disruptive use of ICTs. Directed and supervised investigation of selected topics in information studies that may include among others computers and culture; information policy; community information systems; production, retrieval and evaluation of scientific or social science knowledge; computer-mediated communication; and computer-supported cooperative work. Prerequisite: IS 202 Highly recommended. Sophomore standing.",Prerequisite: IS 202 Highly recommended.,,,,,
IS 309,IS,309,Computers and Culture,3 Hours,"This course explores cultural ideas about computers, including hopes and fears about the effects of computers on our lives. We will analyze images of computers in fiction and movies. The course will also discuss hackers, online subcultures, and other computer-related subcultures, and the integration of computers into various cultural practices. The course will also explore the different uses of digital media. Prerequisite: IS 202 Highly recommended.",Prerequisite: IS 202 Highly recommended.,,,,,
IS 310,IS,310,Computing in the Humanities,3 Hours,"Explores use and application of technology to scholarly activity in the humanities, including projects that put classic texts on the web or create multimedia application on humanities topics. Same as INFO 310. Prerequisite: Sophomore standing.",Prerequisite: Sophomore standing.,,,,,
IS 311,IS,311,History and Foundations of the Information Society,3 Hours,"Today's information society bespeaks a long history, exhibiting marked continuities with the past as well as some sharply defined new features. Yet the historical foundations of the information society remain poorly understood. This course develops such a framework, by examining emergent information institutions and practices from early modern Europe to the later 20th century. It examines the historical development of the information society through a number of important conceptual lenses, including: modernity and post-modernity; Fordist and post-Fordist capitalism; social class and information poverty; social and technological determinism; utopianism and dystopianism; and empire and globalization. Prerequisite: IS 202 Highly recommended.",Prerequisite: IS 202 Highly recommended.,,,,,
IS 312,IS,312,Reading and Writing Data,3 Hours,"Explores how we tell stories and make arguments in the age of the internet and ""big data."" We will explore both creative and scholarly works that experiment with the forms of expression that digital and online media make possible, and others that question the cultural, political, and social consequences of computational media and data. Students will develop skills for writing _about data_ and writing _with data_ through a variety of media.",,,"Advanced Composition
Humanities - Lit & Arts",,,
IS 316,IS,316,The Design of Usable Information Interfaces,3 Hours,Examines issues of Human Computer Interaction and the design of better computer interfaces. Prerequisite: Sophomore standing.,Prerequisite: Sophomore standing.,,,,,
IS 324,IS,324,Social Network Analysis,3 Hours,"Introduces theories of social networks (how they form, and how they influence thoughts, feelings, and behaviors), while also providing hands-on experience with some powerful tools and methods for analyzing networks on various scales, ranging from small groups, to communities, to populations. It will also explore the use of network analysis to reveal patterns in large-scale data from the humanities such as periods of literary narrative, or character development across vast narratives with multiple interweaving plot lines. Same as SOC 324.",,,,,,
IS 327,IS,327,Concepts of Machine Learning,3 Hours,"A dramatic increase in computing power has enabled new areas of data science to develop in statistical modeling and artificial intelligence, often called Machine Learning. Machine learning covers predictive and descriptive learning, and bridges theoretical and empirical ideas across disciplines. We will focus on concepts and methods for predictive learning: estimating models from data to predict unknown outcomes. Model types will include decision trees, linear models, nearest neighbor methods, and others as time permits. We will cover classification and regression using these models, as well as methods needed to handle large datasets. Lastly, we will discuss deep neural networks and other methods at the forefront of machine learning. We situate the course components in the ""data science life cycle"" as part of the larger set of practices in the discovery and communication of scientific findings. The course will include lectures, readings, homework assignments, exams, and a class project. Most of the course activities will use Python with the Pandas library, which students should already be proficient using. Students will learn how to use the scikit-learn Python library for machine learning during this course. Prerequisite: Statistical tools that are fundamental for financial modeling, analyzing financial data and further studies in financial engineering. Topics include summary statistics, statistical plots, point estimation, accuracy and precision, confidence interval, Monte Carlo simulation, maximum likelihood estimation, normal mixture, resampling, hypothesis testing, simple linear regression, multiple linear regression, variable selection, regression diagnostics, autocorrelation, moving average models, filtering, autoregressive models, ARIMA, forecasting, and selected additional topics. Implementations are done using R. Course Information: Credit is not given toward graduation for: Credit is not given for both IE 522 and SE 524. Prerequisite: IE 300 and MATH 461. Restricted to Sophomore, Junior, or Senior standing.","Prerequisite: Statistical tools that are fundamental for financial modeling, analyzing financial data and further studies in financial engineering.

Prerequisite: IE 300 and MATH 461.",Course Information: Credit is not given toward graduation for: Credit is not given for both IE 522 and SE 524.,,,,
IS 334,IS,334,Usable Privacy and Security,4 Hours,"From passwords to email encryption to privacy settings on social media services, it is widely recognized that human factors, usability or user experience play a crucial role in effective privacy and security solutions. Designers of privacy and security solutions need to understand how people might use, interact or appropriate the mechanisms they develop. This course introduces various aspects of user experience (e.g., usability problems, user interface designs, conflicting needs) related to privacy and security systems. It is also designed to provide students with knowledge and opportunities to analyze and evaluate user experience of privacy and security systems. This course is suitable for students who are interested in privacy and security, or user experience, or both!.",,,,,,
IS 340,IS,340,Project Management,3 Hours,"Focuses on project management methodology that will allow you to initiate and manage projects efficiently and effectively. You will learn key project management skills and strategies, and you will have the opportunity to apply this knowledge through assignments.",,,,,,
IS 357,IS,357,Introduction to Data Storytelling,3 Hours,"Storytelling thinking, introducing students to the philosophical, social, and relational dynamics of ""story"" in information organizations of all sizes. Students are exposed to a range of opportunities to apply storytelling thinking as a tool to identify the audience, design means to communicate with them, and develop dynamic triangle of people sharing stories, engaging in constructive dialogs and reinterpreting etc.",,,,,,
IS 364,IS,364,Privacy and Information Technology,3 Hours,Designed to be an introduction to data privacy to a wide audience who wants to learn how data privacy has evolved as a compelling concern to public and private organizations as well as individuals. It will provide an overview of privacy theories and the challenges that information technology innovations pose to privacy. Course content will focus on enhancing information professionals’ knowledge of privacy threats and protections in the digital age.,,,,,,
IS 368,IS,368,Youth Community Engagement,3 Hours,"This course examines youth services by surveying how youth serving organizations meet young people’s developmental, informational, social, personal, and cultural needs through programs and services. The course will provide both practical experience and theoretical knowledge for understanding the value and impact of youth services programs; strategies, techniques, and resources for developing these programs; approaches for ensuring programs are relevant to service communities; and methods for assessment and evaluation of program success.",,,,,,
IS 370,IS,370,Concepts of Information Behavior Theory,3 Hours,"This course will introduce students to the relationships between users and the information they encounter. Students will become familiar with the concepts of understanding the information needs and information behavior of users, as well as the methods of accessing and assimilating information employed by users. The course will also introduce a range of the major models and theories employed in exploring information needs and behavior. Prerequisite: IS 204, or equivalent course.","Prerequisite: IS 204, or equivalent course.",,,,,
IS 378,IS,378,Information Technology Services for Youth,3 Hours,"This course examines the intersections between youth, information, and technology from a socio-technical perspective. This course will provide both practical experience and theoretical knowledge for understanding the ways youth engage with information via technology, as well as various developmental, social, personal, and cultural contexts that inform those interactions. Students will evaluate examples of youth information and communication technology use and analyze factors including identities, educational and social structures, opportunities and risks, learning and literacy, and potential futures in these areas.",,,,,,
IS 380,IS,380,Consulting for Information Professionals,3 Hours,"Designed to provide fundamental knowledge and innovative approaches to consulting practices. Information professionals are increasingly being challenged to provide actionable insights and recommendations based that are critical for strategic decision making. Using methodologies widely adopted by professional firms and researchers, this course covers the basics of data-driven consulting including framing research problems, developing deliverables, and presenting professionally.",,,,,,
IS 381,IS,381,Introduction to Literacies for Youth,3 Hours,"An overview of youth literacies covering: popular literacy myths, censorship, cognitive processes behind reading, visual and digital literacies, contemporary youth practices, government policies, and literacy education in schools. Course readings include fictional works and scholarship from the fields of education, library science, history, media studies, critical race studies, and literary and cultural studies. Students learn the history of marginalized youth in America in order to understand how literacies are defined, promoted, or stigmatized today.",,,,,,
IS 389,IS,389,Independent Study,0 to 3 Hours,"Advanced individual study in a subject related to Information Sciences not covered in normal course offerings. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Consent of instructor. ""Request to Enroll in IS Independent Study”. Restricted to students with Junior level standing or above.","Prerequisite: Consent of instructor. ""Request to Enroll in IS Independent Study”.",,,,,
IS 390,IS,390,Special Topics in Information Studies,1 to 3 Hours,"Directed and supervised investigation of selected topics in information studies that may include among others computers and culture; information policy; community information systems; production, retrieval and evaluation of scientific or social science knowledge; computer-mediated communication; and computer-supported cooperative work. May be repeated. Prerequisite: Sophomore standing.",Prerequisite: Sophomore standing.,,,,,
IS 400,IS,400,Colloquium,"0 or 1 Hours
0 or 1 undergraduate hours. 0 or 1 graduate hours.","Venue for presentation and discussion of research and professional activities by faculty, students, staff, and guest speakers. 0 or 1 undergraduate hours. 0 or 1 graduate hours. Approved for Letter and S/U grading. May be repeated in separate semesters.",,,,,,
IS 401,IS,401,Introduction to Network Information Systems,"4 Hours
4 undergraduate hours. 4 graduate hours.","This course provides a deep hands-on sociotechnical dive into technology including electronics, software, and networks culminating in a holistic understanding of networked information systems. The course also explores the methodological landscape of networked information systems including theoretical assumptions, research methods, and research techniques. Throughout, students will be introduced to, and make active use of, skillsets, frameworks, and standards employed by a wide range of information professionals in selecting, co-designing, appropriating, and innovating-in-use networked information systems. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours.",,,,,,
IS 403,IS,403,Children's Materials,"2 to 4 Hours
3 undergraduate hours. 2 or 4 graduate hours.","Evaluation, selection and use of books and other resources for children (ages 0-14) in public libraries and school media centers; explores standard selection criteria for print and nonprint materials in all formats and develops the ability to evaluate and promote materials according to their various uses (personal and curricular) and according to children's various needs (intellectual, emotional, social and physical). 3 undergraduate hours. 2 or 4 graduate hours. Prerequisite: For undergraduates, junior or senior standing and consent of instructor.","Prerequisite: For undergraduates, junior or senior standing and consent of instructor.",,,,,
IS 406,IS,406,Cognition in the Wild,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Designed as a foundation for students who are interested in learning how to design human-centered information technologies. Students will learn basic principles in human cognition and behavior, and how these principles influence how we interact with information technologies. The course will prepare students to translate theories in human cognition and behavior to analyze, evaluate and rethink everyday design examples. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 407,IS,407,Introduction to Data Science,"4 Hours
4 undergraduate hours. 4 graduate hours.","This course introduces students to data science approaches that have emerged from recent advances in programming and computing technology. They will learn to collect and use data from a variety of sources, including the web, in a modern statistical inference and visualization paradigm. The course will be based in the programming language R, but will also use HTML, regular expressions, basic unix tools, XML, and SQL. Supervised and unsupervised statistical learning techniques made possible by recent advances in computing power will also be covered. 4 undergraduate hours. 4 graduate hours.",,,,,,
IS 409,IS,409,Web Technologies & Techniques,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","This course provides an introduction to the technologies behind the Web. Topics covered include: hypertext, hypermedia, the history of the Web, the role of Web standards and their impact on the development of Web resources. The course introduces principles of Web design and usability. Students will gain an understanding how the Web works and how to design, construct, evaluate, and maintain Web-based materials. 3 undergraduate hours. 4 graduate hours. Priority is given to students pursuing a transfer into the BS/IS degree (http://go.ischool.illinois.edu/BSIS).",,,,,,
IS 410,IS,410,Storytelling,"2 to 4 Hours
3 undergraduate hours. 2 or 4 graduate hours.","Fundamental principles of the art of storytelling including techniques of adaptation and presentation; content and sources of materials; methods of learning; practice in storytelling; planning the story hour for school and public libraries and other public information settings; and audio, video, and digital media. 3 undergraduate hours. 2 or 4 graduate hours. Prerequisite: For undergraduates, junior or senior standing and consent of instructor.","Prerequisite: For undergraduates, junior or senior standing and consent of instructor.",,,,,
IS 411,IS,411,Information Systems Analysis,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","This is an introductory course to Information Systems Analysis. Information Systems Analysts are typically involved in an entire information systems development life cycle from initial planning to final assessment. Several different approaches have been used. Students will gain experience in several aspects of Information Systems Analysis, including business process modeling, requirements gathering, data flow diagramming, and database design. This is a hands-on course with in-class exercises and group practical assignments. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 413,IS,413,Teen Materials,"2 to 4 Hours
3 undergraduate hours. 2 or 4 graduate hours.","Evaluation, selection and use of books and other resources for young adults (ages 12-18) in public libraries and school media centers; explores standard selection criteria for print and nonprint materials in all formats and develops the ability to evaluate and promote materials according to their various uses (personal and curricular) and according to young adults' various needs (intellectual, emotional, social and physical). 3 undergraduate hours. 2 or 4 graduate hours. Prerequisite: For undergraduates, junior or senior standing and consent of instructor.","Prerequisite: For undergraduates, junior or senior standing and consent of instructor.",,,,,
IS 416,IS,416,Adaptive Minds and Computers,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Given the rapid changes in information environments, emerging research has shown how human adapts to the complex information environments through different self-regulated processes. This course will discuss the evolving theories of human performance in the contemporary information environments, including how people select, search, make sense and make decisions among a huge amount of information; how information environments shape individual and collective human performance; and how people adapt to information environments for forming coupling cognitive systems. 3 undergraduate hours. 4 graduate hours. Prerequisite: IS 406.",Prerequisite: IS 406.,,,,,
IS 417,IS,417,Data Science in the Humanities,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Human culture provides an ideal testbed for students exploring data science, because the interpretive challenges that lurk beneath the surface in other domains become starkly visible here. For instance, cultural materials usually come to analysts as unstructured texts, images, or sound files, forcing explicit decisions about data modeling and feature extraction. Cultural questions also highlight the importance of interpreting statistical models in relation to a social context. Last but not least: songs, poems, and stories confront us with vivid problems that are inherently fun to explore. This course will start by reviewing descriptive and inferential statistics, and build up to applications of supervised and unsupervised machine learning. We will apply those methods to a range of cultural materials using them to model the pace of stylistic change in popular music, for instance, and the representation of gender in fiction. 3 undergraduate hours. 4 graduate hours. Prerequisite: One semester of experience programming, for example, STAT 107 or IS 430 - or any analogous course.","Prerequisite: One semester of experience programming, for example, STAT 107 or IS 430 - or any analogous course.",,,,,
IS 418,IS,418,Community Engagement,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Community engagement refers to the multiple ways that information professionals in libraries and other settings learn about, collaborate with, and provide service and outreach to community members. Provides an introduction to, and overview of, community engagement theory and practice. A significant portion of coursework will take the form of service learning or community-based research via approved projects that match students' interests. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 419,IS,419,Entrepreneurial Information Technology Design,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Introduces students to a range of rapid prototyping techniques and methods to analyze needs, opportunities and design spaces. Students will work in teams to develop ideas for novel computational devices or applications to meet identified needs. Covers the interlinked entrepreneurial skills of identifying an unmet need, exploiting technological opportunities, exploring a design space to refine an idea, and communicating a design vision through demonstrations with prototypes and proofs of concept. This enables developers to show how their envisaged working interactive technology will be used productively in a particular real-life context. Communicating the vision of computational devices is a challenge because dynamic use in context is hard for people other than the device's developers to imagine. The ability to produce convincing, clear, powerful demonstrations even at the early stages of a project is a highly valuable entrepreneurial skill, and also highly applicable within an organization. Directed and supervised investigation of selected topics in information studies that may include among others the social, political, and historical contexts of information creation and dissemination; computers and culture; information policy; community information systems; production, retrieval and evaluation of knowledge; computer-mediated communication. 3 undergraduate hours. 4 graduate hours. Prerequisite: Undergraduate students: Priority is given to students pursuing a transfer into the BS/IS degree (http://go.ischool.illinois.edu/BSIS).",Prerequisite: Undergraduate students: Priority is given to students pursuing a transfer into the BS/IS degree (http://go.ischool.illinois.edu/BSIS).,,,,,
IS 420,IS,420,Community Informatics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Surveys an emerging field that studies how local, historical communities are using information and communications technologies. Key principles and hands-on experience equip students for contributing to the non-profit/public sector as people harness new technologies and media– be they individuals, students, families, community organizations, or other. Prepares future professionals and researchers to understand and master this environment, whatever their technology background. Especially useful for those interested in public or community libraries, youth services, social work, education, and anyone interested in working with or studying underserved communities. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 423,IS,423,Early Literacy,"2 Hours
2 undergraduate hours. 2 graduate hours.","Librarians fill a key role in the literacy development of young children with opportunities for interaction both in the library and through outreach programs. Key skills center on developing literacy-rich library environments, classroom instructional support, intentional embedding of essentials skills and practices within daily activities and lessons, resources about early literacy strategies to share with families and caregivers. Practitioners will understand the importance of integration of technology to meet the diverse developmental, cultural, social and linguistic needs of children to ensure they are able to create meaning from text. 2 undergraduate hours. 2 graduate hours.",,,,,,
IS 424,IS,424,Social Computing,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","This interdisciplinary course introduces students to fundamental theories, methods, technologies and applications of social computing. Students learn about this emerging discipline from two perspectives: First, basic principles of collective information production and processing, and methods for studying these principles. Topics include prediction markets, games with a purpose, open source software development, social media, social networks, information visualization, and online games. Second, socio-technical aspects of the design and usage of respective technologies. This includes participation, privacy and security. Students learn how to solve problems in social computing in a systematic and rigorous fashion. At the end of the course, students will be able to design, manage and execute social computing projects for scholarly and commercial use, and to critically assess work in this area. 3 undergraduate hours. 4 graduate hours.",,,,,,
IS 426,IS,426,Museum Informatics,"4 Hours
4 undergraduate hours. 4 graduate hours.","The course examines various ways that information technologies are and might be used in museums and other cultural heritage settings. Museum websites, visitor apps, interactive exhibits, and uses of digitized and federated collections are explored. Students gain an introduction to Design Thinking by working on a final project that involves the development of a novel computational resource. Students are encouraged to approach class topics from their individual backgrounds in the humanities, sciences, or social sciences. 4 undergraduate hours. 4 graduate hours. Prerequisite: Junior or senior standing and consent of instructor for undergraduates; consent of instructor for non-iSchool graduate students for on-campus sections.",Prerequisite: Junior or senior standing and consent of instructor for undergraduates; consent of instructor for non-iSchool graduate students for on-campus sections.,,,,,
IS 427,IS,427,Mathematical Foundations for Data Analytics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","An introduction to topics and techniques in transformational geometry, linear algebra, and calculus most relevant for the study of multivariate analysis, and demonstrates their roles as bases for solving data analytic problems in the information sciences. 3 undergraduate hours. 4 graduate hours. Prerequisite: Recommended IS 203; or IS 205; or IS 206; or equivalent course.",Prerequisite: Recommended IS 203; or IS 205; or IS 206; or equivalent course.,,,,,
IS 429,IS,429,Web Content Strategy and Management,"4 Hours
4 undergraduate hours. 4 graduate hours.","Focuses on the basics of web site design, content development, constructing web pages with standard HTML and CSS. We will also cover usability and accessibility, content management system options, multi-media and interactivity in the context of standard HTML and CSS, procedures and policies for organizations, with a concentration on public, academic and special libraries. Students will investigate, design, and draft a representative site. Students may work with non-profit and library clients in constructing and redesigning their web sites or design and construct their own personal professional pages. In this course we will learn how to design and deploy flexible websites that serve dynamically changing content, focusing in particular on the needs of public-service organizations such as libraries, associations, and other not-for-profit entities. 4 undergraduate hours. 4 graduate hours. Prerequisite: Laptop Required.",Prerequisite: Laptop Required.,,,,,
IS 430,IS,430,Foundations of Information Processing,"2 or 4 Hours
4 undergraduate hours. 2 or 4 graduate hours.","Covers common data, document processing, and programming constructs and concepts. Focuses on problem solving and abstraction with a programming language. By the end of the course students will be able to design, develop and test a moderately complex computer program to manage full text, bibliographic records or multimedia. The course prepares students for working with applications in data analytics, data science, digital libraries, text mining and knowledge management. No prior programming background is assumed. 4 undergraduate hours. 2 or 4 graduate hours.",,,,,,
IS 436,IS,436,Playful Design Methods,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","In this immersive and experiential course, students consider ""playfulness"" as a key aspect of design methodologies and practices. Looking closely at the philosophical, social, and relational dynamics of play, we will explore how playful approaches to design thinking, game design, and other gameful methodologies can encourage collaboration, engagement, and emergent, transformative solutions to a range of challenges that face us in our rapidly-changing, information-based culture. The course aims to build student competency in design methods through a sequence of game design experiences arising from a broad consideration of play. 3 undergraduate hours. 4 graduate hours.",,,,,,
