course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
PHIL 412,PHIL,412,Classical Modern Philosophers,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.","Intensive study of one classical modern philosopher or the intensive study of major philosophical problem through the consideration of a number of classical modern philosophers, e.g., Descartes, Leibniz, Locke, Hume, Kant, and Hegel. 3 undergraduate hours. 3 or 4 graduate hours. May be repeated with approval, if topics vary. Prerequisite: One course in philosophy, preferably PHIL 206.","Prerequisite: One course in philosophy, preferably PHIL 206.",,,,,
PHIL 414,PHIL,414,Major Recent Philosophers,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.","Intensive study of one or two important philosophers of the present century, e.g., Wittgenstein, Dewey, Heidegger, or Quine. Topics vary; see Class Schedule. 3 undergraduate hours. 3 or 4 graduate hours. May be repeated with approval, if topics vary. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,3.36
PHIL 419,PHIL,419,"Space, Time, and Matter-ACP",3 or 4 Hours,Same as PHYS 419. See PHYS 419.,,,Advanced Composition,,,
PHIL 420,PHIL,420,"Space, Time, and Matter",2 Hours,Same as PHYS 420. See PHYS 420.,,,,,,
PHIL 421,PHIL,421,Ethical Theories,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.","Systematic study of selected classics in moral philosophy by such philosophers as Aristotle, Hume, Mill, Kant, and Nietzsche. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,3.36
PHIL 422,PHIL,422,Recent Developments in Ethics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Intensive treatment of issues in contemporary ethical theory. 3 undergraduate hours. 4 graduate hours. May be repeated in the same or separate semesters up to 6 undergraduate hours or up to 8 graduate hours with approval, if topics vary. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,3.56
PHIL 424,PHIL,424,Philosophy of Religion,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.","Considers central issues in the philosophy of religion, e.g., the justification of religious belief, the nature of God, religious experience, etc. Same as REL 424. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,3.00
PHIL 425,PHIL,425,Philosophy of Mind,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.",Philosophical problems arising in connection with mental phenomena; the relation of mind and body; free will and determinism; our knowledge of other minds; and the self and personal identity. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One course in philosophy.,Prerequisite: One course in philosophy.,,,,,3.04
PHIL 426,PHIL,426,Metaphysics,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.","Investigation of various metaphysical issues concerning, for example, existence, particulars and universals, causation, laws of nature, time, personal identity, material objects, and modality. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,3.11
PHIL 429,PHIL,429,Value Theory,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Study of the nature and status of values, and of variable topics in value theory, e.g., different types of values, and problems of truth, justifiability, objectivity and relativism with respect to them. 3 undergraduate hours. 4 graduate hours. May be repeated in the same or separate terms up to 6 undergraduate hours or up to 8 graduate hours with approval, if topics vary. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,
PHIL 430,PHIL,430,Theory of Knowledge,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.","Investigation of issues concerning, for example, the nature and possibility of knowledge; its forms and limits; its relation to belief, truth, and justification; and the nature of truth. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,3.64
PHIL 433,PHIL,433,Evolutionary Neuroscience,3 or 4 Hours,"Same as IB 436, NEUR 433 and PSYC 433. See PSYC 433.",,,,,,
PHIL 435,PHIL,435,Social Philosophy,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Selected topics from the nature of social organization, nature and convention, utility, justice, equality, liberty, rights, and duties. 3 undergraduate hours. 4 graduate hours. May be repeated in the same or separate semesters up to 6 undergraduate hours or up to 8 graduate hours with approval, if topics vary. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,3.51
PHIL 436,PHIL,436,Phil of Law and of the State,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Examination of issues in the philosophy of law, such as the nature of law, law and morality, justice, liberty and authority, punishment, and legal responsibility. 3 undergraduate hours. 4 graduate hours. May be repeated in the same or separate semesters up to 6 undergraduate hours or up to 8 graduate hours with approval, if topics vary. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,3.54
PHIL 438,PHIL,438,Philosophy of Language,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.",Historical or comparative study of the philosophy of language. Same as LING 438. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One course in philosophy.,Prerequisite: One course in philosophy.,,,,,
PHIL 439,PHIL,439,Philosophy of Mathematics,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.","Introduction to some of the main philosophical problems and contemporary viewpoints concerning mathematical concepts, mathematical methods, and the nature of mathematical truth. Same as MATH 439. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,2.99
PHIL 440,PHIL,440,Ethics of Artificial Intelligence,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Discussion of ethical, societal, and political issues related to Artificial Intelligence (AI). Topics include responsible uses of AI, the effect of AI on automation and the future of human work, ethical questions about AI (such as whether AI has moral standing, should be given rights, or should have moral or legal duties), and implications of AI for truth, trust, democracy, surveillance, privacy, safety and security, and the future of humanity. 3 undergraduate hours. 4 graduate hours. Prerequisite: Either one philosophy course or at least Junior standing.",Prerequisite: Either one philosophy course or at least Junior standing.,,,,,2.83
PHIL 441,PHIL,441,Existential Philosophy,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.","Study of a selection of the major writings of the more important existential philosophers, e.g., Kierkegaard, Nietzsche, Heidegger, Sartre, and de Beauvoir. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,3.47
PHIL 442,PHIL,442,The AI Revolution,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","We are in the midst of what many have called an “Artificial Intelligence (AI) Revolution.” This revolution is comparable in scope and impact to other major transformations in human history, such as the industrial revolution. The purpose of this course is to help students understand how and why recent developments in AI have begun to challenge traditional ways of thinking, while presenting novel and pressing ethical, social, interpretive, conceptual, technological, and existential questions. 3 undergraduate hours. 4 graduate hours. Prerequisite: At least one philosophy course.",Prerequisite: At least one philosophy course.,,,,,3.33
PHIL 443,PHIL,443,Phenomenology,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.",Study of the development of phenomenology from Husserl to the present. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One course in philosophy.,Prerequisite: One course in philosophy.,,,,,3.59
PHIL 453,PHIL,453,Formal Logic and Philosophy,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.","Techniques and results of symbolic logic, with special attention to topics of philosophical importance. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: PHIL 202 or consent of instructor.",Prerequisite: PHIL 202 or consent of instructor.,,,,,
PHIL 454,PHIL,454,Advanced Symbolic Logic,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.","Completeness, compactness, and Lowenheim-Skolem theorems for first-order logic; incompleteness and undecidability of formal systems; and additional material on proof theory, model theory, or axiomatic set theory as time permits. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: PHIL 202 or consent of instructor.",Prerequisite: PHIL 202 or consent of instructor.,,,,,3.19
PHIL 458,PHIL,458,Advances in Brain and Cognitive Science,3 Hours,Same as BCOG 458. See BCOG 458.,,,,,,
PHIL 460,PHIL,460,Philosophy of Statistics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Introduction to philosophical issues related to statistics. Topics include the interpretation of probability, the difference between description and inference, the notion of evidential support, the relationship between statistics and inductive logic, the use and abuse of mathematical models, the nature of randomness and chance, the role of values in statistical modeling and decision, and the ethical practice of statistics. 3 undergraduate hours. 4 graduate hours. Prerequisite: At least one course in philosophy, and at least one course in statistics. Restricted to Junior, Senior or Graduate standing.","Prerequisite: At least one course in philosophy, and at least one course in statistics.",,,,,
PHIL 471,PHIL,471,Contemporary Phil of Science,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Examines important developments and controversies in recent philosophy of science. 3 undergraduate hours. 4 graduate hours. May be repeated in the same or separate semesters up to 6 undergraduate hours or up to 8 graduate hours with approval, if topics vary. Prerequisite: One course in philosophy.",Prerequisite: One course in philosophy.,,,,,
PHIL 472,PHIL,472,Kierkegaard and the Self,3 or 4 Hours,"Same as CWL 472, REL 472, and SCAN 472. See SCAN 472.",,,,,,
PHIL 477,PHIL,477,Philosophy of Psychology,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Psychology, broadly construed, is a cluster of disciplines devoted to the study of mind and behavior, including cognitive and developmental psychology, neuroscience, and artificial intelligence. Investigates the relationships that these disciplines bear to one another and of their overall potential to resolve age-old philosophical questions about the mind. Same as PSYC 477. 3 undergraduate hours. 4 graduate hours. Prerequisite: Two courses in philosophy or two courses in psychology or consent of instructor.",Prerequisite: Two courses in philosophy or two courses in psychology or consent of instructor.,,,,,3.71
PHIL 492,PHIL,492,Thesis,"2 to 4 Hours
2 to 4 undergraduate hours. No graduate credit.",Special training in philosophical investigation. Course may be taken by students pursuing graduation with distinction in partial fulfillment of those requirements. 2 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 4 undergraduate hours. Prerequisite: Open to seniors with a grade-point average of 3.5 in all philosophy courses only by prior arrangement with a member of the faculty and with consent of the department director of undergraduate studies or the chair.,Prerequisite: Open to seniors with a grade-point average of 3.5 in all philosophy courses only by prior arrangement with a member of the faculty and with consent of the department director of undergraduate studies or the chair.,No graduate credit.,,,,
PHIL 499,PHIL,499,Capstone Seminar,"3 Hours
3 undergraduate hours. No graduate credit.","Capstone course required for all philosophy majors. Students will explore in depth a specific topic either in the history of philosophy or in contemporary practical or theoretical philosophy and will write a substantial original essay appropriate for a senior thesis. Topics will differ by section and semester. 3 undergraduate hours. No graduate credit. Prerequisite: PHIL 202, PHIL 203, PHIL 206, PHIL 222, PHIL 223. Restricted to Philosophy and CS + Philosophy majors with Senior Standing. Philosophy majors (and CS + Philosophy majors matriculated before Fall 2020) are required to have PHIL 202 (or equivalent), PHIL 203, and PHIL 206. CS + Philosophy majors (matriculated after Fall 2020) are required to have PHIL 202 (or equivalent), PHIL 222, and PHIL 223.","Prerequisite: PHIL 202, PHIL 203, PHIL 206, PHIL 222, PHIL 223.",No graduate credit.,,,,
PHIL 501,PHIL,501,Seminar on the History of Philosophy,2 or 4 Hours,"Study of selected major philosophers, movements, problems, or topics in the history of philosophy. Approved for Letter and S/U grading. May be repeated. Letter grading applies when offered for 4 hours of credit. For Stage 3 Philosophy PhD students this course is approved for S/U grading when offered for 2 hours of credit. Prerequisite: Consent of instructor for non-philosophy graduate students.",Prerequisite: Consent of instructor for non-philosophy graduate students.,,,,,
PHIL 507,PHIL,507,Formal Semantics I,4 Hours,Same as LING 507. See LING 507.,,,,,,
PHIL 511,PHIL,511,Seminar Ethical Theory,2 or 4 Hours,Intensive study of problems in ethical theory. Approved for letter and S/U grading. May be repeated. Letter grading applies when offered for 4 hours of credit. For Stage 3 Philosophy PhD students this course is approved for S/U grading when offered for 2 hours of credit. Prerequisite: Consent of instructor for non-philosophy graduate students.,Prerequisite: Consent of instructor for non-philosophy graduate students.,,,,,
PHIL 512,PHIL,512,Seminar Social Philosophy,2 or 4 Hours,Seminar designed to study special problems in social philosophy. See Schedule for current topics. Approved for letter and S/U grading. May be repeated. Letter grading applies when offered for 4 hours of credit. For Stage 3 Philosophy PhD students this course is approved for S/U grading when offered for 2 hours of credit. Prerequisite: Consent of instructor for non-philosophy graduate students.,Prerequisite: Consent of instructor for non-philosophy graduate students.,,,,,
PHIL 513,PHIL,513,Seminar Philosophy of Logic,2 or 4 Hours,Selected topics in contemporary logical theory. Approved for letter and S/U grading. May be repeated. Letter grading applies when offered for 4 hours of credit. For Stage 3 Philosophy PhD students this course is approved for S/U grading when offered for 2 hours of credit. Prerequisite: Consent of instructor for non-philosophy graduate students.,Prerequisite: Consent of instructor for non-philosophy graduate students.,,,,,
PHIL 514,PHIL,514,Seminar in Cognitive Science,2 or 4 Hours,"Same as PSYC 514, ANTH 514, CS 549, EPSY 551, and LING 570. See PSYC 514.",,,,,,
PHIL 517,PHIL,517,Seminar Philosophy of Science,2 or 4 Hours,Various problems arising from specific studies in philosophy pertaining to science and vice versa. To be offered with varying topics. Course Information :Approved for letter and S/U grading. May be repeated. Letter grading applies when offered for 4 hours of credit. For Stage 3 Philosophy PhD students this course is approved for S/U grading when offered for 2 hours of credit. Prerequisite: Consent of instructor for non-philosophy graduate students.,Prerequisite: Consent of instructor for non-philosophy graduate students.,,,,,
PHIL 521,PHIL,521,Seminar Contemporary Problems,2 or 4 Hours,Intensive study of selected problems or topics in contemporary philosophy. Approved for letter and S/U grading. May be repeated. Letter grading applies when offered for 4 hours of credit. For Stage 3 Philosophy PhD students this course is approved for S/U grading when offered for 2 hours of credit. Prerequisite: Consent of instructor for non-philosophy graduate students.,Prerequisite: Consent of instructor for non-philosophy graduate students.,,,,,
PHIL 523,PHIL,523,Seminar Theory of Knowledge,2 or 4 Hours,Selected topics and writings of major importance in the contemporary philosophy of knowledge. Approved for letter and S/U grading. May be repeated. Letter grading applies when offered for 4 hours of credit. For Stage 3 Philosophy PhD students this course is approved for S/U grading when offered for 2 hours of credit. Prerequisite: Consent of instructor for non-philosophy graduate students.,Prerequisite: Consent of instructor for non-philosophy graduate students.,,,,,
PHIL 525,PHIL,525,Seminar Philosophy of Mind,2 or 4 Hours,Selected topics from major writings in the philosophy of mind. Approved for letter and S/U grading. May be repeated in the same or separate terms. Approved for letter grading when offered for 4 hours; approved for S/U grading when offered for 2 hours - only available for Stage 3 Philosophy PhD students. Prerequisite: Consent of instructor for non-philosophy graduate students.,Prerequisite: Consent of instructor for non-philosophy graduate students.,,,,,
PHIL 530,PHIL,530,Dissertation Seminar,3 Hours,Ongoing dissertation seminar required for all students who have passed the prelim requirement. Approved for S/U grading only. May be repeated in separate terms to a maximum of 24 hours. Prerequisite: Restricted to students satisfying requirements for the Ph.D. degree.,Prerequisite: Restricted to students satisfying requirements for the Ph.D. degree.,,,,,
PHIL 547,PHIL,547,Formal Semantics II,4 Hours,Same as LING 547. See LING 547.,,,,,,
PHIL 551,PHIL,551,Pragmatics,4 Hours,Same as LING 551. See LING 551.,,,,,,
PHIL 583,PHIL,583,Individual Topics,2 or 4 Hours,"Individual study and oral and written reports on topics not covered in other courses. Topics and plan of study must be approved by the candidate's adviser and by the staff member who directs the work. May be repeated. (Summer session, 2 to 8 hours).",,,,,,
PHIL 590,PHIL,590,Directed Research,0 to 12 Hours,Restricted to students satisfying requirements for the master's degree by writing a substantial essay. Approved for letter and S/U grading. May be repeated. Normally taken for 8 hours credit but may be taken for 12 hours credit with consent of department chair.,,,,,,
PHIL 599,PHIL,599,Thesis Research,0 to 16 Hours,Approved for S/U grading only. May be repeated in the same term or in separate terms.,,,,,,
