course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
ASTR 390,ASTR,390,Individual Study,0 to 4 Hours,Individual study at an advanced undergraduate level. May be repeated in separate terms to a maximum of 8 hours. Prerequisite: Consent of advisor and of faculty member who supervises the work.,Prerequisite: Consent of advisor and of faculty member who supervises the work.,,,,,
ASTR 401,ASTR,401,Scientific Writing for Astronomy,"3 Hours
3 undergraduate hours. No graduate credit.","Development of journal-style writing skills. Papers written in accordance with The Astrophysical Journal or The Monthly Notices of the Royal Astronomical Society Manuals of Style on topics approved by the instructor. Emphasis on developing adequate and critical coverage of the topic, brevity compatible with clarity, and effective presentation. Proper sentence, paragraph, section and subsection structure (including Abstract and Introduction, Figures and Captions), citation, footnotes, and bibliography are covered. 3 undergraduate hours. No graduate credit. Prerequisite: Completion of campus Composition I general education requirement, and completion of at least one of the ASTR 404, ASTR 405, ASTR 406, and ASTR 414 courses. Recommended: Credit or concurrent enrollment in a second one of the following courses: ASTR 404, ASTR 405, ASTR 406, and ASTR 414. Restricted to undergraduate students.","Prerequisite: Completion of campus Composition I general education requirement, and completion of at least one of the ASTR 404, ASTR 405, ASTR 406, and ASTR 414 courses.",No graduate credit.,Advanced Composition,,,
ASTR 404,ASTR,404,Stellar Astrophysics,"3 Hours
3 undergraduate hours. 3 graduate hours.","Introduction to astrophysical problems, with emphasis on underlying physical principles; includes the nature of stars, equations of state, stellar energy generation, stellar structure and evolution, astrophysical neutrinos, binary stars, white dwarfs, neutron stars and pulsars, and novae and supernovae. 3 undergraduate hours. 3 graduate hours. Prerequisite: PHYS 212, ASTR 210, and ASTR 310 (or equivalent programming experience). Recommended: PHYS 213 and PHYS 214.","Prerequisite: PHYS 212, ASTR 210, and ASTR 310 (or equivalent programming experience).",,,,,
ASTR 405,ASTR,405,Planetary Systems,"3 Hours
3 undergraduate hours. 3 graduate hours.","Traces, from a physical perspective, the evolution of planetary systems from star formation in molecular clouds to the emergence of habitable worlds. Topics include the properties of HII regions and molecular clouds, gravitational collapse and disk formation, formation of planetesimals and planets, dynamics of the solar system, physics of planetary atmospheres, properties of individual planets and their rings and satellites, detection and characterization of extra-solar planets, and searches for life in the Solar System and beyond. 3 undergraduate hours. 3 graduate hours. Prerequisite: PHYS 212, ASTR 210, and ASTR 310 (or equivalent programming experience). Recommended: PHYS 213 and PHYS 214.","Prerequisite: PHYS 212, ASTR 210, and ASTR 310 (or equivalent programming experience).",,,,,
ASTR 406,ASTR,406,Galaxies and the Universe,"3 Hours
3 undergraduate hours. 3 graduate hours.","Nature of the Milky Way galaxy: stellar statistics and distributions, stellar populations, spiral structure, the nucleus and halo. Nature of ordinary galaxies; galaxies in our Local Group, structure of voids and superclusters. Nature of peculiar objects: Seyfert galaxies, starburst galaxies, and quasars. Elementary aspects of physical cosmology. 3 undergraduate hours. 3 graduate hours. Prerequisite: PHYS 212, ASTR 210, and ASTR 310 (or equivalent programming experience). Recommended: PHYS 213 and PHYS 214.","Prerequisite: PHYS 212, ASTR 210, and ASTR 310 (or equivalent programming experience).",,,,,
ASTR 414,ASTR,414,Astronomical Techniques,"4 Hours
4 undergraduate hours. 4 graduate hours.","Introduction to techniques used in modern optical and radio astronomy with emphasis on the physical and mathematical understanding of the detection of electromagnetic radiation; includes such topics as fundamental properties of radio and optical telescopes and the detectors that are used with telescopes. Lectures and laboratory. 4 undergraduate hours. 4 graduate hours. Prerequisite: PHYS 212, ASTR 210, and ASTR 310 (or equivalent programming experience). Recommended: PHYS 213 and PHYS 214.","Prerequisite: PHYS 212, ASTR 210, and ASTR 310 (or equivalent programming experience).",,,,,
ASTR 457,ASTR,457,Foundations of Data Science in Astronomy,"3 or 4 Hours
3 undergraduate hours. 3 or 4 graduate hours.","Introduction to statistical and data science methods used in modern astronomy. Topics include robust statistics, regression, model building and hypotheses testing, MCMC methods, parameter estimation, time series analysis, clustering and dimensionality reduction, and hierarchical modeling. Applications to astronomical data are emphasized, as well as best practices for writing code and version control. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ASTR 210, ASTR 310. Prior coursework in linear algebra, e.g. MATH 227 or MATH 257, recommended.","Prerequisite: ASTR 210, ASTR 310.",,,,,
ASTR 471,ASTR,471,Radio Astronomy Laboratory,"4 Hours
4 undergraduate hours. 4 graduate hours.","Principles and techniques of modern radio astronomy. Covers basic concepts such as receivers, system temperature, filled aperture antennas, interferometers, and visibility data. How to analyze interferometer data, from data archive access to imaging, deconvolution, and cube analysis. Students will choose an astronomical source for imaging and reproduce results found in the professional literature. 4 undergraduate hours. 4 graduate hours. Prerequisite: ASTR 210 and ASTR 310.",Prerequisite: ASTR 210 and ASTR 310.,,,,,
ASTR 490,ASTR,490,Senior Thesis,"3 Hours
3 undergraduate hours. No graduate credit.","Research with thesis, under the direction of a faculty member in astronomy. This course is recommended for all students who plan to do research and graduate study, and it is a prerequisite for graduation with highest distinction in astronomy. In the term preceding their initial enrollment, those interested in taking the course should consult with an academic advisor as well as the potential research advisor. A thesis must be presented for credit to be received. 3 undergraduate hours. No graduate credit. Prerequisite: Two 400-level Astronomy courses and consent of academic advisor and of faculty member who supervises the work. Intended for Astronomy majors of senior standing.",Prerequisite: Two 400-level Astronomy courses and consent of academic advisor and of faculty member who supervises the work.,No graduate credit.,Advanced Composition,,,
ASTR 496,ASTR,496,Seminar in Astronomy,"1 to 4 Hours
1 to 4 undergraduate hours. 1 to 4 graduate hours.",Lectures on topics of current interest in astronomy and astrophysics; for advanced undergraduates and graduates. See Class Schedule for current topics. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for both letter and S/U grading. May be repeated. Prerequisite: Consent of instructor.,Prerequisite: Consent of instructor.,,,,,
ASTR 499,ASTR,499,Astronomy Laboratory,"2 Hours
2 undergraduate hours. 2 graduate hours.","Provides hands-on observational experience: how to use a telescope, how to image sources using a modern CCD camera, how to use a modern CCD spectrometer, and how to apply data analysis to astrophysical problems. 2 undergraduate hours. 2 graduate hours. Prerequisite: One 400-level astronomy course.",Prerequisite: One 400-level astronomy course.,,,,,
ASTR 501,ASTR,501,Radiative Processes,4 Hours,"Fundamentals of radiative processes in astronomy. Topics include radiative transfer, classical theory of radiation fields, relativistic covariance and kinematics, synchrotron emission and absorption, bremsstrahlung, plasma effects, atomic and molecular spectroscopy, and dust. Prerequisite: ASTR 404 or consent of instructor.",Prerequisite: ASTR 404 or consent of instructor.,,,,,
ASTR 502,ASTR,502,Astrophysical Dynamics,4 Hours,"Introduction to stellar dynamics and fluid dynamics. Topics include two body collisions, two body relaxation, potential theory for stellar systems, adiabatic invariance, stellar system models, Jeans equations, and the virial theorem. Also hydrodynamics, magnetohydrodynamics, waves, instabilities, shocks, explosions, density waves, and wind-blown bubbles. Prerequisite: PHYS 436, PHYS 427, and PHYS 486; or consent of instructor.","Prerequisite: PHYS 436, PHYS 427, and PHYS 486; or consent of instructor.",,,,,
ASTR 503,ASTR,503,Observational Astronomy,4 Hours,"Techniques and basic results of observational astronomy; gamma ray, x-ray, ultraviolet, visible, infrared, and radio astronomy; photometry, imaging, spectroscopy, and polarimetry; gravitational waves; cosmic rays; neutrinos; positional astronomy; noise; statistics; data analysis; optics. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,,,,,
ASTR 504,ASTR,504,Theoretical Stellar Physics,4 Hours,"Application of physical principles to energy generation and flow in astrophysical environments: equations of state; thermonuclear reactions; radiative transport; convection; stellar spectra; nebular spectra; evolution of both single and binary stars; compact stars; accretion disks; thermal and particle history of the universe. Same as PHYS 542. Prerequisite: PHYS 436, PHYS 427, and PHYS 486; or consent of instructor.","Prerequisite: PHYS 436, PHYS 427, and PHYS 486; or consent of instructor.",,,,,
ASTR 505,ASTR,505,Star Formation,4 Hours,Survey of the current state of astrophysical research into the topic of star formation. Particular emphasis placed on interpreting observations and how they relate to the theory of star formation. Prerequisite: ASTR 405 or consent of instructor.,Prerequisite: ASTR 405 or consent of instructor.,,,,,
ASTR 506,ASTR,506,Galaxies,4 Hours,"Survey of the different constituents of the Universe, including galaxies, active galaxies, galaxy clusters, and intergalactic gas. Particular emphasis will be placed on observable properties of the Milky Way and other galaxies, as well as relating such observations to the understanding of the dynamics and evolution of galaxies. Prerequisite: ASTR 406 or consent of instructor.",Prerequisite: ASTR 406 or consent of instructor.,,,,,
ASTR 507,ASTR,507,Physical Cosmology,4 Hours,"A survey of the essentials of modern cosmology, providing an overview of the state of the field, of open questions, and of observational and theoretical tools. Topics include: classical cosmology--the Friedmann universe; the early universe--inflation, nucleosynthesis, dark matter; the cosmic microwave background--basic physics, anisotropies, polarization; large scale structure formation--theoretical models and observational tests; dark energy--observational evidence, theoretical ideas. Emphasizes applying physical principles to understand observations, and on using observations to constrain the nature of matter and spacetime on cosmic scales--viewing the universe as a laboratory for fundamental physics. Course work focuses heavily on problem solving. Prerequisite: ASTR 406 or consent of instructor.",Prerequisite: ASTR 406 or consent of instructor.,,,,,
ASTR 510,ASTR,510,Computational Astrophysics,4 Hours,"Prepares students to use numerical simulations to study complex problems in astrophysics and cosmology. Numerical methods and parallel computing will be covered together with the design, validation, and analysis of simulations. Emphasis is placed on solving ordinary and partial differential equations that arise in astrophysical contexts. Students work on assigned numerical problems and perform simulations using existing simulation codes, writing a final paper which presents the results of simulations using one of these codes. There are no formal prerequisites except knowledge of a scientific programming language such as Fortran, C, and C++. Familiarity with Unix/Linux and astronomical analysis tools is useful but not required.",,,,,,
ASTR 515,ASTR,515,General Relativity I,4 Hours,Same as PHYS 515. See PHYS 515.,,,,,,
ASTR 516,ASTR,516,General Relativity II,4 Hours,Same as PHYS 516. See PHYS 516.,,,,,,
ASTR 540,ASTR,540,Astrophysics,4 Hours,Same as PHYS 540. See PHYS 540.,,,,,,
ASTR 541,ASTR,541,Physics of Compact Objects,4 Hours,Same as PHYS 541. See PHYS 541.,,,,,,
ASTR 555,ASTR,555,Current Topics in Astronomical Research Literature,1 Hour,Discussion course on topics drawn from the current research literature in astronomy and astrophysics. Graduate students sign up for short presentations reviewing recent papers. Approved for S/U grading only. May be repeated in separate terms up to 4 hours.,,,,,,
ASTR 590,ASTR,590,Individual Study,2 to 16 Hours,Individual study or non-thesis research. May be repeated. Prerequisite: Consent of adviser and of faculty member who supervises the work.,Prerequisite: Consent of adviser and of faculty member who supervises the work.,,,,,
ASTR 593,ASTR,593,Astronomy Internship,0 Hours,"Full-time or part-time practice of graduate-level astronomy and astrophysics in an off-campus government, industrial, or research facility environment. Summary report required. Approved for S/U grading only. May be repeated in separate terms. Prerequisite: Instructor approval required. International students on the F-1 visa must also seek CPT approval. 12 months of full-time CPT eliminates a student's eligibility for OPT. Intended for graduate students who require an internship course.",Prerequisite: Instructor approval required.,,,,,
ASTR 596,ASTR,596,Seminar in Special Topics,0 to 16 Hours,Approved for both letter and S/U grading. May be repeated. Prerequisite: Consent of instructor.,Prerequisite: Consent of instructor.,,,,,
ASTR 599,ASTR,599,Thesis Research,0 to 16 Hours,Approved for S/U grading only. May be repeated in the same term or in separate terms.,,,,,,
