course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
SCAN 472,SCAN,472,Kierkegaard and the Self,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Soren Kierkegaard is an early author who wrestled with the concept of the individual self and championed subjective experience as a counterbalance to objective rationalism. Students in this seminar-style course will gain extensive familiarity with Kierkegaard's major works, as well as how they relate to two currents in 19th century society, existentialism and pietism. These works will be evaluated within their particular Nordic literary context, through critical analysis of related novels, plays and films by Andersen, Ibsen, Bremer, Strindberg, Lagerlof, Blixen, and Bergman (readings in English translation). Same as CWL 472, PHIL 472, and REL 472. 3 undergraduate hours. 4 graduate hours.",,,,,,
SCAN 490,SCAN,490,Green Screen: Film and Nature,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Provides a thorough examination of documentary and feature film in relation to the natural environment, sustainability studies, ecocriticism, and landscape representation especially in the Scandinavian film tradition. Incorporates theory, film culture and production analysis, and thematic interpretation. Films by Victor Sjostrom, Ingmar Bergman, Mai Zetterling, Lars von Trier, Susanne Bier, Jan Troell, and others. Same as EURO 489 and MACS 490. 3 undergraduate hours. 4 graduate hours.",,,,,,
SCAN 492,SCAN,492,Scandinavian Cinema,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Covers major directors, traditions, genres, themes, and production and distribution contexts of Scandinavian cinema and media industries. Addressing early cinema, fiction feature, documentary, shorts, experimental, and new and emergent artistic forms, the course will provide students with an in depth understanding of the rich culture of Scandinavian cinema since its inception. Same as MACS 492. 3 undergraduate hours. 4 graduate hours.",,,,,,
SCAN 493,SCAN,493,Honors Senior Thesis,"2 to 4 Hours
2 to 4 undergraduate hours. No graduate credit.",2 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 4 hours. Prerequisite: Senior standing; consent of instructor.,Prerequisite: Senior standing; consent of instructor.,No graduate credit.,,,,
SCAN 494,SCAN,494,Topics in Scan Languages,"1 to 4 Hours
1 to 4 undergraduate hours. 1 to 4 graduate hours.",Advanced Scandinavian languages instruction. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in separate terms to a maximum of 9 undergraduate or 9 graduate hours if topics vary. Prerequisite: SCAN 104 or equivalent as approved by instructor.,Prerequisite: SCAN 104 or equivalent as approved by instructor.,,,,,
SCAN 496,SCAN,496,Special Topics in Scan Studies,"1 to 4 Hours
1 to 4 undergraduate hours. 1 to 4 graduate hours.","Individual study in selected topics, such as individual authors, literary movements, periods, genres, or themes, and Scandinavian culture. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,,,,,
SCAN 505,SCAN,505,Old Norse-Icelandic I,4 Hours,Grammar and selected readings. Same as MDVL 505. Offered in alternate years.,,,,,,
SCAN 506,SCAN,506,Old Norse-Icelandic II,4 Hours,Readings; selections from the Elder Edda and the sagas. Same as MDVL 506. Offered in alternate years. Prerequisite: SCAN 505.,Prerequisite: SCAN 505.,,,,,
SCAN 576,SCAN,576,Children and Youth Literature,4 Hours,"Explores the understanding and youth in Scandinavia, with comparative focus on the US and the UK, through children's literature and classic accounts of childhood in fiction, film and related media. Will investigate how childhood is construed in books self-described as children's literature as well as in adult-audience fiction and memoirs; and how representations of childhood correlate with evolving ideas about family formation, child-rearing, the welfare state, and education in twentieth- and twenty-first century Scandinavia. This is put in comparative context with British and/or US children's literature and society. Same as CWL 586, EURO 576, and GWS 576.",,,,,,
SCAN 593,SCAN,593,Research in Special Topics,1 to 8 Hours,Research seminar or research topic. Content varies in consultation with instructor. May be repeated in separate terms to a maximum of 8 hours.,,,,,,
