course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa,catalog_text,source_url,catalog_year
CMN 214,CMN,214,Organizational Communication & Diversity,3 Hours,"A focus on the knowledge, skills, and abilities needed for students to understand and address various components of diversity in organizations. This class is designed to give students an environment to discuss diverse perspectives related to organizations. Thus, this course will explore such areas as power, gender, race, social class, sexuality, ability and age. The relationship between these areas to organizational communication concepts such as, assimilation & socialization, power, culture, employee conflict and relationships will be explored. Students do not need to have any prior knowledge of organizational communication in order to benefit from this course. Students will draw from their personal and familial organizational socialization experiences to learn about the role of culture in organizations.",,,Cultural Studies - US Minority,,,,"[CMN 214 Organizational Communication & Diversity credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/214>)

A focus on the knowledge, skills, and abilities needed for students to understand and address various components of diversity in organizations. This class is designed to give students an environment to discuss diverse perspectives related to organizations. Thus, this course will explore such areas as power, gender, race, social class, sexuality, ability and age. The relationship between these areas to organizational communication concepts such as, assimilation & socialization, power, culture, employee conflict and relationships will be explored. Students do not need to have any prior knowledge of organizational communication in order to benefit from this course. Students will draw from their personal and familial organizational socialization experiences to learn about the role of culture in organizations.
This course satisfies the General Education Criteria for:
Cultural Studies - US Minority",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 215,CMN,215,Interviewing: The Art and Science of Effective Questioning,3 Hours,"Questioning is fundamental to human communication. The process for questioning in a structured, purposeful way is called interviewing, which is both an art and a social science. Students will learn theoretical principles related to major types of interviews and apply this knowledge through practice as both interviewer and interviewee, leading to competency in employment and informational interviews. Additionally, they will learn to be a critical observer of interviews taking place in the public sphere. Prerequisite: CMN 101 or CMN 111 and CMN 112.",Prerequisite: CMN 101 or CMN 111 and CMN 112.,,,,,,"[CMN 215 Interviewing: The Art and Science of Effective Questioning credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/215>)

Questioning is fundamental to human communication. The process for questioning in a structured, purposeful way is called interviewing, which is both an art and a social science. Students will learn theoretical principles related to major types of interviews and apply this knowledge through practice as both interviewer and interviewee, leading to competency in employment and informational interviews. Additionally, they will learn to be a critical observer of interviews taking place in the public sphere. Prerequisite: [CMN 101](<https://catalog.illinois.edu/search/?P=CMN%20101>) or [CMN 111](<https://catalog.illinois.edu/search/?P=CMN%20111>) and [CMN 112](<https://catalog.illinois.edu/search/?P=CMN%20112>).",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 220,CMN,220,Communicating Public Policy,3 Hours,"Study of the nature of policy-oriented communication; analysis and formulation of positions on issues of professional, personal, or public interest; design and presentation of public policy messages addressed to varying tasks and audiences, with special emphasis on advanced writing skills. Prerequisite: Completion of campus Composition I general education requirement.",Prerequisite: Completion of campus Composition I general education requirement.,,Advanced Composition,,,,"[CMN 220 Communicating Public Policy credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/220>)

Study of the nature of policy-oriented communication; analysis and formulation of positions on issues of professional, personal, or public interest; design and presentation of public policy messages addressed to varying tasks and audiences, with special emphasis on advanced writing skills. Prerequisite: Completion of campus Composition I general education requirement.
This course satisfies the General Education Criteria for:
Advanced Composition",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 230,CMN,230,Introduction to Interpersonal Communication,3 Hours,"Refine your communication skills in one-on-one conversations. Learn active listening, small talk, how to give good advice and emotional support, and conflict resolution. Students complete a semester-long skills project in which they reflect on and improve their own communication skills related to impression management, communication with family and friends, listening, small talk, and more. Course concepts apply to academic, professional, and personal interactions.",,,Social & Beh Sci - Soc Sci,,,,"[CMN 230 Introduction to Interpersonal Communication credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/230>)

Refine your communication skills in one-on-one conversations. Learn active listening, small talk, how to give good advice and emotional support, and conflict resolution. Students complete a semester-long skills project in which they reflect on and improve their own communication skills related to impression management, communication with family and friends, listening, small talk, and more. Course concepts apply to academic, professional, and personal interactions.
This course satisfies the General Education Criteria for:
Social & Beh Sci - Soc Sci",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 232,CMN,232,Intro to Intercultural Comm,3 Hours,"Introduction to the study of intercultural communication in a variety of contexts, including domestic and international; examines theory and research to explain what happens when people from different cultural and linguistic backgrounds interact. Requires students to think critically about the ways in which ""taken-for-granted"" ways of thinking, acting, and interacting are culturally specific.",,,"Cultural Studies - Non-West
Social & Beh Sci - Soc Sci",,,,"[CMN 232 Intro to Intercultural Comm credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/232>)

Introduction to the study of intercultural communication in a variety of contexts, including domestic and international; examines theory and research to explain what happens when people from different cultural and linguistic backgrounds interact. Requires students to think critically about the ways in which ""taken-for-granted"" ways of thinking, acting, and interacting are culturally specific.
This course satisfies the General Education Criteria for:
Cultural Studies - Non-West
Social & Beh Sci - Soc Sci",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 250,CMN,250,Social Movement Communication,3 Hours,"Examines the communication strategies of social movements, concentrating on the types of messages that social movements create (including rhetorical messaging, social protest, grassroots organizing, fundraising, and media outreach). Focuses on the communication of major 19th, 20th, and 21st century social protest movements, including movements for civil rights, environmentalism, women's rights, and others. Emphasizes the functions of communication for identity formation, promulgation, and social change. Provides knowledge and tools for the analysis and production of messages.",,,Cultural Studies - US Minority,,,,"[CMN 250 Social Movement Communication credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/250>)

Examines the communication strategies of social movements, concentrating on the types of messages that social movements create (including rhetorical messaging, social protest, grassroots organizing, fundraising, and media outreach). Focuses on the communication of major 19th, 20th, and 21st century social protest movements, including movements for civil rights, environmentalism, women's rights, and others. Emphasizes the functions of communication for identity formation, promulgation, and social change. Provides knowledge and tools for the analysis and production of messages.
This course satisfies the General Education Criteria for:
Cultural Studies - US Minority",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 260,CMN,260,Intro to Health Communication,3 Hours,"Introduces theory and research on communication in health and illness contexts. Explores how messages from media, interpersonal, and organizational sources affect health beliefs and behaviors.",,,"Social & Beh Sci - Beh Sci
Cultural Studies - Western",,,,"[CMN 260 Intro to Health Communication credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/260>)

Introduces theory and research on communication in health and illness contexts. Explores how messages from media, interpersonal, and organizational sources affect health beliefs and behaviors.
This course satisfies the General Education Criteria for:
Social & Beh Sci - Beh Sci
Cultural Studies - Western",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 270,CMN,270,Communicating Disasters,3 Hours,Same as ATMS 270. See ATMS 270.,,,Social & Beh Sci - Beh Sci,,,,"[CMN 270 Communicating Disasters credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/270>)

Same as [ATMS 270](<https://catalog.illinois.edu/search/?P=ATMS%20270>). See [ATMS 270](<https://catalog.illinois.edu/search/?P=ATMS%20270>).
This course satisfies the General Education Criteria for:
Social & Beh Sci - Beh Sci",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 274,CMN,274,"Media, Culture, and Power",3 Hours,"Examines media and popular culture through a critical perspective, including how they reproduce social realities that privilege certain powerful interests, yet can be used to contest power and create social change. The course will examine topics such as capitalism and media industries, advertising, entertainment, fandom, and representations of race, sex, gender, sexuality, and class. Students will practice critical analysis of cultural texts and create their own communicative interventions into media and popular culture.",,,,,,,"[CMN 274 Media, Culture, and Power credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/274>)

Examines media and popular culture through a critical perspective, including how they reproduce social realities that privilege certain powerful interests, yet can be used to contest power and create social change. The course will examine topics such as capitalism and media industries, advertising, entertainment, fandom, and representations of race, sex, gender, sexuality, and class. Students will practice critical analysis of cultural texts and create their own communicative interventions into media and popular culture.",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 277,CMN,277,Introduction to Mediated Communication,3 Hours,"Survey of the history, structure, forms, and social effects of the American mass media, with significant focus on study of how media shape perceptions of people of color and other stigmatized groups.",,,"Social & Beh Sci - Soc Sci
Cultural Studies - US Minority",,,,"[CMN 277 Introduction to Mediated Communication credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/277>)

Survey of the history, structure, forms, and social effects of the American mass media, with significant focus on study of how media shape perceptions of people of color and other stigmatized groups.
This course satisfies the General Education Criteria for:
Social & Beh Sci - Soc Sci
Cultural Studies - US Minority",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 280,CMN,280,Comm Technology & Society,3 Hours,"Introduction to theory and research on both old and new communication technologies; focus will be on how these technological systems develop and are used, and what implications of these systems have for culture and society.",,,Social & Beh Sci - Soc Sci,,,,"[CMN 280 Comm Technology & Society credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/280>)

Introduction to theory and research on both old and new communication technologies; focus will be on how these technological systems develop and are used, and what implications of these systems have for culture and society.
This course satisfies the General Education Criteria for:
Social & Beh Sci - Soc Sci",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 304,CMN,304,Communication Internship,1 to 3 Hours,Directed internship experience for Communication majors. Students must have consent of the Internship Coordinator. May be repeated in separate terms to a maximum of 6 hours.,,,,,,,"[CMN 304 Communication Internship credit: 1 to 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/304>)

Directed internship experience for Communication majors. Students must have consent of the Internship Coordinator. May be repeated in separate terms to a maximum of 6 hours.",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 312,CMN,312,Communicating for Innovation,3 Hours,"This course challenges the notion that good ideas are produced by ""lone geniuses."" Surveying theories from organizational communication, we will explore the important role communication plays in fostering innovation and creativity in the workplace. Some topics discussed include: socialization, group decision-making, information sharing, positive workplace environments, the role of communication technologies, and social networks. Students will analyze real-world cases and participate in class activities designed to demonstrate innovation processes in action.",,,,,,,"[CMN 312 Communicating for Innovation credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/312>)

This course challenges the notion that good ideas are produced by ""lone geniuses."" Surveying theories from organizational communication, we will explore the important role communication plays in fostering innovation and creativity in the workplace. Some topics discussed include: socialization, group decision-making, information sharing, positive workplace environments, the role of communication technologies, and social networks. Students will analyze real-world cases and participate in class activities designed to demonstrate innovation processes in action.",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 314,CMN,314,Organizational Communication and Community Impact,3 Hours,"Presents the role of organizational communication in response to various community issues from local to global. The course concentrates on the impacts of organizations in response to socio-political, economic, and cultural issues (such as civil unrest and disasters) and explores how organizations can leverage their internal and external communication processes (networks, advocacy) to promote positive community change, offering theoretical and practical knowledge for developing organizational communication strategies for maximum community impact.",,,,,,,"[CMN 314 Organizational Communication and Community Impact credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/314>)

Presents the role of organizational communication in response to various community issues from local to global. The course concentrates on the impacts of organizations in response to socio-political, economic, and cultural issues (such as civil unrest and disasters) and explores how organizations can leverage their internal and external communication processes (networks, advocacy) to promote positive community change, offering theoretical and practical knowledge for developing organizational communication strategies for maximum community impact.",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 315,CMN,315,"Crowds, Clouds, and Community",3 Hours,"Webs of communication connections are integral to how teams, families, organizations, and communities work. We will collect, visualize, and analyze network data to investigate the inherent connectedness of life, and in the process, we will develop analytical and computational skills by making arguments with data.",,,Quantitative Reasoning II,,,,"[CMN 315 Crowds, Clouds, and Community credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/315>)

Webs of communication connections are integral to how teams, families, organizations, and communities work. We will collect, visualize, and analyze network data to investigate the inherent connectedness of life, and in the process, we will develop analytical and computational skills by making arguments with data.
This course satisfies the General Education Criteria for:
Quantitative Reasoning II",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 316,CMN,316,Communication and Coalition Building,3 Hours,"Communication and Coalition Building furnishes essential skills for effective collaboration across business, nonprofit, and government sectors. This course emphasizes the importance of shared leadership, decision-making, and other communication strategies in fostering successful coalitions. Core topics encompass organizational dynamics, cross-sector partnerships, and leveraging collective resources for impact. As coalition-building becomes vital for addressing challenges like sustainability and innovation, this course prepares students to drive change and succeed in strategic roles within complex environments.",,,,,,,"[CMN 316 Communication and Coalition Building credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/316>)

Communication and Coalition Building furnishes essential skills for effective collaboration across business, nonprofit, and government sectors. This course emphasizes the importance of shared leadership, decision-making, and other communication strategies in fostering successful coalitions. Core topics encompass organizational dynamics, cross-sector partnerships, and leveraging collective resources for impact. As coalition-building becomes vital for addressing challenges like sustainability and innovation, this course prepares students to drive change and succeed in strategic roles within complex environments.",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 319,CMN,319,Risk Communication,3 Hours,"Designed for students who are interested in learning about risk communication in areas such as health, science, and technology. The course will draw on theory and research from a variety of perspectives and cover topics including risk assessment, risk perception, message design, media options, and barriers to effective communication.",,,,,,,"[CMN 319 Risk Communication credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/319>)

Designed for students who are interested in learning about risk communication in areas such as health, science, and technology. The course will draw on theory and research from a variety of perspectives and cover topics including risk assessment, risk perception, message design, media options, and barriers to effective communication.",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 321,CMN,321,Strategies of Persuasion,3 Hours,Studies of powerful instances of public persuasion; students examine key means of public influence.,,,,,,,"[CMN 321 Strategies of Persuasion credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/321>)

Studies of powerful instances of public persuasion; students examine key means of public influence.",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 323,CMN,323,Argumentation,3 Hours,"Study of the theory of argument, e.g., evidence, reasoning, and construction of briefs; practice in formal and informal forms of debate and public discourse on current public questions. Prerequisite: CMN 101.",Prerequisite: CMN 101.,,,,,,"[CMN 323 Argumentation credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/323>)

Study of the theory of argument, e.g., evidence, reasoning, and construction of briefs; practice in formal and informal forms of debate and public discourse on current public questions. Prerequisite: [CMN 101](<https://catalog.illinois.edu/search/?P=CMN%20101>).",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 325,CMN,325,Politics and the Media,3 Hours,Same as MACS 322 and PS 312. See PS 312.,,,,,,,"[CMN 325 Politics and the Media credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/325>)

Same as [MACS 322](<https://catalog.illinois.edu/search/?P=MACS%20322>) and [PS 312](<https://catalog.illinois.edu/search/?P=PS%20312>). See [PS 312](<https://catalog.illinois.edu/search/?P=PS%20312>).",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 326,CMN,326,Mass Media and the Audience,3 Hours,"Presents information on how to conceptualize audiences, mass media use, and reception of media messages. Also examines the character of the audience experience, uses and gratifications of mass media, social cognition, and studies of audiences as interpretive communities.",,,,,,,"[CMN 326 Mass Media and the Audience credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/326>)

Presents information on how to conceptualize audiences, mass media use, and reception of media messages. Also examines the character of the audience experience, uses and gratifications of mass media, social cognition, and studies of audiences as interpretive communities.",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 327,CMN,327,Communication and Public Opinion,3 Hours,"Study of what public opinion is, how it is measured, how it is communicated, and how it affects politics and society. Examination of public opinion polling, the use of public opinion by politicians, political campaigns, and the news media, and the way that individuals do or do not contribute to public opinion in their everyday lives.",,,,,,,"[CMN 327 Communication and Public Opinion credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/327>)

Study of what public opinion is, how it is measured, how it is communicated, and how it affects politics and society. Examination of public opinion polling, the use of public opinion by politicians, political campaigns, and the news media, and the way that individuals do or do not contribute to public opinion in their everyday lives.",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 328,CMN,328,Social Media and Politics,3 Hours,"The growth and popularity of social media has greatly impacted democracy—serving as both a tool and a weapon. This course looks at how social media and politics intersect and their implications for society and democracy across three domains: the public, politicians and political campaigns, and the news media. Students will be able to explain how social media operates as a public sphere and its role in shaping political discourse.",,,,,,,"[CMN 328 Social Media and Politics credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/328>)

The growth and popularity of social media has greatly impacted democracy—serving as both a tool and a weapon. This course looks at how social media and politics intersect and their implications for society and democracy across three domains: the public, politicians and political campaigns, and the news media. Students will be able to explain how social media operates as a public sphere and its role in shaping political discourse.",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
CMN 329,CMN,329,Media Stories and Society,3 Hours,"Explores the influence of media stories on our perceptions, beliefs, and behaviors. Students will learn key theories of narrative media influence and will explore the use of storytelling in various realms, including entertainment, news, and advertising. By examining the power and techniques of narratives, students will gain critical insights into the role of storytelling in shaping culture, society, and individual perspectives.",,,,,,,"[CMN 329 Media Stories and Society credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CMN/329>)

Explores the influence of media stories on our perceptions, beliefs, and behaviors. Students will learn key theories of narrative media influence and will explore the use of storytelling in various realms, including entertainment, news, and advertising. By examining the power and techniques of narratives, students will gain critical insights into the role of storytelling in shaping culture, society, and individual perspectives.",https://catalog.illinois.edu/courses-of-instruction/cmn/,2026–2027
