course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa
LING 270,LING,270,"Language, Technology & Society",3 Hours,"What technologies have humans developed to augment the quintessential human ability: language? We start with the development of writing, the first technology that was specifically designed for language, and trace its history through the invention of printing, and into the digital age. With the advent of computers the relevance of language for technology has broadened significantly. We review technologies such as automatic speech recognition, speech synthesis and automatic translation, and discuss their implications for present and future human-machine interaction.",,,"Social & Beh Sci - Beh Sci
Cultural Studies - Western",,,3.55
LING 290,LING,290,Individual Study,1 to 4 Hours,Individual readings and research reports on special topics dealing with the theoretical or applied aspects of the linguistic sciences. May be repeated to a maximum of 8 hours. Prerequisite: Written consent of instructor.,Prerequisite: Written consent of instructor.,,,,,
LING 291,LING,291,Linguistics Laboratory Research Experience,1 to 3 Hours,"Supervised participation in laboratory or other research, usually as an assistant to a senior researcher. May be repeated up to a maximum of 9 hours. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,,,,,
LING 300,LING,300,Anat & Physiol Spch Mechanism,4 Hours,Same as SHS 300. See SHS 300.,,,,,,
LING 301,LING,301,Elements of Syntax,3 Hours,"Introduction to concepts and techniques essential for syntactic analysis and description, with special attention to testing analyses and justifying them. Prerequisite: LING 100 or consent of instructor.",Prerequisite: LING 100 or consent of instructor.,,Advanced Composition,,,3.14
LING 302,LING,302,Elements of Phonology,3 Hours,"Introduces elements of phonological theory and data analysis. Emphasis is placed on both Structuralist and Generative theories, introducing students to the principles of phonological contrast, allophony, neutralization, and markedness. Formal phonological models are considered, including both distinctive feature theory and prosodic theory. Equal emphasis is placed on linguistic data analysis. Prerequisite: LING 100 or consent of instructor.",Prerequisite: LING 100 or consent of instructor.,,,,,3.17
LING 303,LING,303,General Speech Science,4 Hours,Same as SHS 301. See SHS 301.,,,,,,
LING 304,LING,304,Elements of Morphology,3 Hours,"An introduction to the concepts and methods of morphology, the linguistic study of word formation. We examine the smallest units of word structure--how they are arranged and organized, and how they interact with sentence structures (syntax) and sound patterns (phonology). Students will consider data from many different languages, and investigate how those languages are similar and different in terms of how they form their words. Prerequisite: LING 100.",Prerequisite: LING 100.,,,,,
LING 307,LING,307,Elmnts Semantics & Pragmatics,3 Hours,"Introduction to the theory of meaning for natural language, including techniques for the description of lexical meaning, compositional determination of phrase and sentence meaning, and pragmatic effects on interpretation in context. Same as PHIL 307. Prerequisite: LING 100 or consent of instructor.",Prerequisite: LING 100 or consent of instructor.,,,,,3.13
LING 321,LING,321,American Sign Language III,4 Hours,Same as SHS 321. See SHS 321.,,,,,,
LING 357,LING,357,Intro to Conversation Analysis,3 Hours,"Analysis of everyday conversation and talk in institutional settings, including basic organizational features of talk such as turn-taking, sequences of actions, openings and closings, and repair; ways that participants use talk to perform social actions such as complimenting, inviting, arguing, blaming, and apologizing; and ways that talk is used in professional settings such as 911 emergency calls, courtroom interactions, and doctor-patient interviews to perform the work of these social institutions. Same as CMN 357.",,,,,,
LING 391,LING,391,Honors Individual Study,2 to 4 Hours,Study and research for honors thesis; open only to seniors in the linguistics major who are eligible for departmental distinction. May be repeated to a maximum of 8 hours. Prerequisite: Written consent of instructor and linguistics course average of 3.4.,Prerequisite: Written consent of instructor and linguistics course average of 3.4.,,,,,
LING 400,LING,400,Intro to Linguistic Structure,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Introduction to the theory and methodology of the science of linguistics with special reference to phonology, morphology, syntax and semantics. Not intended for undergraduate majors in linguistics. 3 undergraduate hours. 4 graduate hours.",,,,,,3.83
LING 401,LING,401,Intro to General Phonetics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.",Introduction to the main branches of general phonetics and phonological theory; emphasis on analysis of non-Western languages and research techniques. 3 undergraduate hours. 4 graduate hours.,,,,,,2.99
LING 402,LING,402,Tools & Tech Spch & Lang Proc,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Introduction to aspects of the tools and methods of studies in speech and natural language processing (NLP), with a focus on programming for NLP and speech applications, statistical methods for data analysis, and tools for displaying and manipulating speech data. 3 undergraduate hours. 4 graduate hours.",,,,,,
LING 403,LING,403,Introduction to Field Methods,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Hands-on (learn-by-doing) practical course in elicitation of linguistic data, and theoretical analysis of that data, from an unfamiliar language. Students will elicit, record, and transcribe data collected in group interviews. The class as a whole will work on a language archive: (i) recordings collected throughout the semester and their transcriptions, (ii) a dictionary with vocabulary translated into English, (iii) the final projects. This course provides advanced undergraduate students with the opportunity to integrate their previous training with this practical experience. Class focus will depend on the experience students have with phonology, phonetics, morphology, syntax, and semantics. 3 undergraduate hours. 4 graduate hours. May be repeated in separate semesters for up to 6 undergraduate hours or 8 graduate hours, if topics vary or if a new language is in the focus of investigation. Prerequisite: LING 301 and LING 302 or LING 401.",Prerequisite: LING 301 and LING 302 or LING 401.,,,,,
LING 404,LING,404,Tutorials in Non-Western Lang,"1 to 5 Hours
1 to 5 undergraduate hours. 2 to 4 graduate hours.",Advanced or intensive language instruction in a selected non-Western language; excludes instruction in East or Southeast Asian languages. 1 to 5 undergraduate hours. 2 to 4 graduate hours. May be repeated with approval. Prerequisite: Consent of instructor.,Prerequisite: Consent of instructor.,,,,,
LING 406,LING,406,Introduction to Computational Linguistics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Introduces the field of natural language processing and computational linguistics. Topics include finite-state methods, parsing, probabilistic methods, machine learning in NLP, computational semantics and applications of NLP technology. The course combines linguistic theory with computational modeling. 3 undergraduate hours. 4 graduate hours. Prerequisite: LING 100 or LING 400; LING 402 (or equivalent Python experience); STAT 100 (or equivalent statistical experience).",Prerequisite: LING 100 or LING 400; LING 402 (or equivalent Python experience); STAT 100 (or equivalent statistical experience).,,,,,3.66
LING 407,LING,407,Logic and Linguistic Analysis,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.",Introduction to the theory of logic as applied in linguistic analysis. Same as PHIL 407. 3 undergraduate hours. 4 graduate hours. Prerequisite: For undergraduate students: LING 307 or equivalent background with consent of instructor.,Prerequisite: For undergraduate students: LING 307 or equivalent background with consent of instructor.,,,,,
LING 410,LING,410,Historical Linguistics,"2 to 4 Hours
3 undergraduate hours. 2 or 4 graduate hours.","Introduction to historical and comparative linguistics with particular attention to theoretical issues. 3 undergraduate hours. 2 or 4 graduate hours. Prerequisite: LING 401 (or concurrent registration), and either LING 301 and LING 302, or LING 400.","Prerequisite: LING 401 (or concurrent registration), and either LING 301 and LING 302, or LING 400.",,,,,
LING 412,LING,412,Lang in African Culture & Soc,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Introductory survey of the role of language in African cultures and societies, with particular emphasis on the study of indigenous African linguae francae in multilingual settings, their spread, and use as media of communication in various domains, and as tools of development. Same as AFST 412. 3 undergraduate hours. 4 graduate hours.",,,,,,
LING 413,LING,413,Computational Corpus Linguistics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Introduction to computational methods for analyzing large natural language corpora. Students will learn the computational skills necessary to build, validate, and analyze corpora with the goal of exploring linguistic phenomena and testing linguistic theories. Corpus linguistics as a field undertakes natural experiments to learn about language using the unelicited production of speakers. This course focuses specifically on computational corpus linguistics, which uses methods from natural language processing to expand the scale of corpus-based experiments. 3 undergraduate hours. 4 graduate hours. Prerequisite: LING 100 or LING 400; and LING 402 or equivalent Python experience.",Prerequisite: LING 100 or LING 400; and LING 402 or equivalent Python experience.,,Advanced Composition,,,3.68
LING 414,LING,414,Advanced Computational Linguistics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","An advanced treatment of core topics in computational linguistics, including approaches to morphology, syntax, and semantics. These areas are studied using traditional symbolic frameworks as well as more recent neural frameworks. There is a focus on integrating symbolic and neural approaches to build complex natural language processing systems, such as natural language understanding. This course provides a theoretical foundation for the field and hands-on experience in working with text-based models. 3 undergraduate hours. 4 graduate hours. Prerequisite: LING 100 or LING 400; LING 413; LING 402 or equivalent Python experience; and LING 448 or equivalent machine learning experience.",Prerequisite: LING 100 or LING 400; LING 413; LING 402 or equivalent Python experience; and LING 448 or equivalent machine learning experience.,,,,,
LING 416,LING,416,Structure of French Language,3 Hours,Same as FR 416. See FR 416.,,,,,,
LING 418,LING,418,Language & Minorities in Europe,3 or 4 Hours,"Same as EURO 418, FR 418, GER 418, ITAL 418, PS 418, SLAV 418, and SPAN 418. See FR 418.",,,,,,
LING 423,LING,423,Language Acquisition,3 or 4 Hours,Same as MACS 423 and PSYC 423. See PSYC 423.,,,,,,
LING 425,LING,425,Intro to Psycholinguistics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.",Introductory survey of psychological and linguistic approaches to the study of communication. Same as MACS 425. 3 undergraduate hours. 4 graduate hours. Credit is not given for both LING 425 and PSYC 425. Prerequisite: An introductory course in linguistics or psychology.,Prerequisite: An introductory course in linguistics or psychology.,Credit is not given for both LING 425 and PSYC 425.,,,,
LING 426,LING,426,Child & Adult Lang Acquisition,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","The study of first and second language acquisition by children and adults. Course topics will include the following: first language acquisition, including signed and spoken languages; bilingualism and second language acquisition; the comparison of monolingual and bilingual language development. 3 undergraduate hours. 4 graduate hours. Prerequisite: An introductory course in linguistics or psychology.",Prerequisite: An introductory course in linguistics or psychology.,,,,,
LING 427,LING,427,Language and the Brain,3 or 4 Hours,Same as PSYC 427 and SHS 427. See SHS 427.,,,,,,
LING 430,LING,430,Intro to East Asian Ling,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.",Introduction to the genetic relation of the Far Eastern languages with other languages; concentration on synchronic analysis of phonology and syntax. Same as EALC 430. 3 undergraduate hours. 4 graduate hours. Prerequisite: LING 400; consent of instructor.,Prerequisite: LING 400; consent of instructor.,,,,,
LING 438,LING,438,Philosophy of Language,3 or 4 Hours,Same as PHIL 438. See PHIL 438.,,,,,,
LING 442,LING,442,Computational Sociolinguistics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Explores both computational models of social phenomena in language and the critical evaluation of computational models from a sociolinguistic perspective. Topics include linguistic variation and dialectology, language attitudes and perception, code-switching, low-resource languages and dialects, and sources of social bias in language models. 3 undergraduate hours. 4 graduate hours. Prerequisite: LING 100 or LING 400; LING 402 or equivalent Python experience.",Prerequisite: LING 100 or LING 400; LING 402 or equivalent Python experience.,,,,,
LING 443,LING,443,Computational Semantics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Computational semantics is focused on deriving meaning in natural language: how to systematically compute interpretations of natural language expressions that speakers derive naturally. More specifically, how can sentence meanings be derived in a computationally explicit manner via the principle of compositionality? While meaning in natural language is multifaceted, we narrow our focus to logical meaning or logical semantics. We study core fragments of English using tools from type theory, lambda calculus, and symbolic logic. 3 undergraduate hours. 4 graduate hours. Prerequisite: One of the following courses: LING 307, LING 400, LING 407, LING 438, LING 507, LING 547 or LING 551; or approval of the instructor.","Prerequisite: One of the following courses: LING 307, LING 400, LING 407, LING 438, LING 507, LING 547 or LING 551; or approval of the instructor.",,,,,
LING 444,LING,444,Computational Syntax,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Explores the syntax of natural languages using computational methods. There is a dual focus on both computational models of syntactic phenomena and the syntactic evaluation of language models. Topics include computational approaches to syntactic representation, parsing and generation, language learning, grammatical variation, and linguistic typology. 3 undergraduate hours. 4 graduate hours. Prerequisite: LING 100 or LING 400; LING 402 or equivalent Python experience.",Prerequisite: LING 100 or LING 400; LING 402 or equivalent Python experience.,,,,,
LING 446,LING,446,Fundamentals for Speech Signal Processing and Analysis,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Provides an elementary introduction to concepts, principles and algorithms of digital signal processing. It focuses on computational implementations of contemporary methodologies in digital signal processing rather than underlying mathematical theories, and therefore requires students to have basic Python or MATLAB programming skills as prerequisite. This course comprises lectures and laboratory sessions, during which students are expected to produce their own computer code aided by ready-made programs to solve practical problems. 3 undergraduate hours. 4 graduate hours. Prerequisite: LING 402 or equivalent.",Prerequisite: LING 402 or equivalent.,,,,,3.12
LING 448,LING,448,Introductory Machine Learning,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Machine learning has been thriving in many areas for both research and industry. It offers solutions to problems that traditional approaches may not be able to deal with or fall short in efficiency. From unsupervised to supervised learning, this course provides a broad understanding of modern machine learning methods and techniques. Knowledge and skills are acquired in solving practical problems in clustering and classification, using techniques such as k-means, Gaussian mixture models, decision trees, support vector machines, and neural networks. 3 undergraduate hours. 4 graduate hours. Credit is not given toward graduation for LING 448 and either CS 441, 442, 446 or 545. Prerequisite: Intermediate-level Python programming skills. Students are expected to know how to use libraries and modules, basic data structures, and the concept of object-oriented programming.",Prerequisite: Intermediate-level Python programming skills.,"Credit is not given toward graduation for LING 448 and either CS 441, 442, 446 or 545.",,,,
LING 450,LING,450,Sociolinguistics I,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Introduction to the fundamental concepts, philosophy, and research methods of the study of language in its social contexts. Special attention to language spread, and language variation; language attitudes; language diversity; code-switching; language standardization; and language identity and loyalty. 3 undergraduate hours. 4 graduate hours.",,,,,,3.69
LING 453,LING,453,Capstone in Computational Linguistics,"3 Hours
3 undergraduate hours. No graduate credit.","A capstone experience for students in computational linguistics. Students will develop a substantial semester-long research project which brings together their prior coursework in both theoretical linguistics as a discipline and computational linguistics as a methodology. Major outputs include a written presentation of their findings, an oral presentation of the broader impacts of their research, and an open-source repository documenting the code and data used in the project. 3 undergraduate hours. No graduate credit. Prerequisite: LING 413. Restricted to Juniors or Seniors in a Linguistics Program.",Prerequisite: LING 413.,No graduate credit.,,,,
LING 462,LING,462,Introduction to Romance Linguistics,3 or 4 Hours,"Same as FR 462, ITAL 435, PORT 435, RMLG 435, and SPAN 435. See SPAN 435.",,,,,,
LING 480,LING,480,Intro to Slavic Linguistics,3 or 4 Hours,Same as SLAV 480. See SLAV 480.,,,,,,
LING 489,LING,489,Theoretical Foundations of SLA,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","General introduction to second language acquisition (SLA) theory. Examines nativist, interactionist and cognitive approaches to SLA and explores the role of learner characteristics. Instruction in English. Same as FR 481, GER 489, ITAL 489, PORT 489, and SPAN 489. 3 undergraduate hours. 4 graduate hours. Prerequisite: An introductory course in linguistics or consent of instructor.",Prerequisite: An introductory course in linguistics or consent of instructor.,,,,,3.29
LING 490,LING,490,Special Topics in Linguistics,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Course provides an opportunity to focus on various subfields of the linguistic sciences, depending on the interests of the faculty and student. 3 undergraduate hours. 4 graduate hours. May be repeated as topic varies to a maximum of 9 undergraduate hours or 12 graduate hours. Students may register for up to two sections in the same term. Prerequisite: LING 100, LING 400, or consent of instructor.","Prerequisite: LING 100, LING 400, or consent of instructor.",,,,,3.57
LING 501,LING,501,Syntax I,4 Hours,"Introduction to the fundamental concepts, philosophy, and methods of syntactic theory. Prerequisite: LING 400 or equivalent.",Prerequisite: LING 400 or equivalent.,,,,,
LING 502,LING,502,Phonology I,4 Hours,Examination of language-specific phonological problems with a view toward formulating a language-independent theory of phonology. Prerequisite: LING 401 or consent of instructor.,Prerequisite: LING 401 or consent of instructor.,,,,,
LING 504,LING,504,Practicum,2 Hours,Supervised practical experience in extended linguistic research on individual topics of the student's choice. Concurrent enrollment in at least 2 hours of LING 590 is required. May be repeated in separate terms to a maximum of 4 hours.,,,,,,
LING 506,LING,506,Topics in Computational Ling,4 Hours,"Provides an introduction to practical problems in computational linguistics in a laboratory setting. At the beginning of the semester, a substantial project will be assigned to the class, and the class will work as a team towards implementing a solution, and evaluating the final product against a test corpus, which will also be developed during the class. Topical readings will also be assigned and will be discussed. Approved for letter or S/U grading. May be repeated in more than one section per term to a maximum of 8 hours, if topics vary; may be repeated in subsequent terms to a maximum of 12 hours, if topics vary. Prerequisite: LING 406, and an introductory level Computer Science programming course, or consent of instructor.","Prerequisite: LING 406, and an introductory level Computer Science programming course, or consent of instructor.",,,,,
LING 507,LING,507,Formal Semantics I,4 Hours,"Introduction to formal semantic theory for natural language, with attention to quantification, anaphora, tense, intensionality, and related topics. Same as PHIL 507. Prerequisite: LING 407 or consent of the instructor.",Prerequisite: LING 407 or consent of the instructor.,,,,,
LING 512,LING,512,Language and Culture,4 Hours,Same as ANTH 512. See ANTH 512.,,,,,,
LING 514,LING,514,Design and Methodology in Linguistic Research,4 Hours,"Introduction to a quantitatively oriented approach to research design and methodology in language study, with emphasis on the construction of appropriate research designs for different subfields of linguistics (with a particular focus on designs for research in syntax/semantics and language acquisition / bilingualism). A variety of research methods are covered in detail, including both offline and online methodologies. Term paper required. Prerequisite: LING 400 or equivalent; LING 425, or LING 489 or consent of instructor.","Prerequisite: LING 400 or equivalent; LING 425, or LING 489 or consent of instructor.",,,,,
LING 516,LING,516,Field Methods,4 Hours,"Analysis of the phonetic, phonological, morphological, and syntactic structure of an undescribed language through the elicitation of data from a native language consultant. The class develops a linguistic sketch of the language, including a computerized lexicon. Prerequisite: LING 501 and LING 502.",Prerequisite: LING 501 and LING 502.,,,,,
LING 518,LING,518,Language in Culture II,4 Hours,Same as ANTH 518. See ANTH 518.,,,,,,
LING 520,LING,520,Acoustic Phonetics,4 Hours,Explores advanced issues in acoustic theory and digital signal processing in the context of linguistic phonetics and phonological research. Emphasis is placed on the spectral properties of speech sounds and their instrumental documentation. A significant portion of the course will utilize the phonetics laboratory. Prerequisite: LING 401 and LING 502.,Prerequisite: LING 401 and LING 502.,,,,,
LING 522,LING,522,Articulatory Phonetics,4 Hours,"Explores advanced issues in sound production in the context of linguistic phonetics and phonological research. Three main areas of focus include an overview of vocal tract physiology and anatomy, laboratory/instrumental methodology, and linguistic patterns such as assimilations and coarticulations. Prerequisite: LING 401 or equivalent.",Prerequisite: LING 401 or equivalent.,,,,,
LING 524,LING,524,Dev Psycholinguistics,2 or 4 Hours,Same as MDIA 524 and PSYC 524. See PSYC 524.,,,,,,
LING 525,LING,525,Psycholinguistics,2 or 4 Hours,Same as MDIA 525 and PSYC 525. See PSYC 525.,,,,,,
LING 529,LING,529,Second Lang Acq & Bilingualism,4 Hours,Research seminar: students will design and execute a research project on second language acquisition and/or bilingualism. Same as PSYC 529. Prerequisite: Consent of instructor.,Prerequisite: Consent of instructor.,,,,,
LING 541,LING,541,Syntax II,4 Hours,"Issues in the theory and practice of syntactic description, with special attention to implications for universal grammar. Prerequisite: LING 501 or consent of instructor.",Prerequisite: LING 501 or consent of instructor.,,,,,
LING 542,LING,542,Phonology II,4 Hours,Continuation of LING 502. Prerequisite: LING 502.,Prerequisite: LING 502.,,,,,
LING 547,LING,547,Formal Semantics II,4 Hours,A continuation of LING 507 covering advanced topics in formal semantic theory. Same as PHIL 547. Prerequisite: LING 507 or consent of instructor.,Prerequisite: LING 507 or consent of instructor.,,,,,
LING 550,LING,550,Sociolinguistics II,4 Hours,"Focus on a critical examination of issues in the theory and practice of sociolinguistics concerning the study of language variation from a cross-linguistic perspective, language diversity, multilingualism, language ideology and power. Prerequisite: LING 450 or equivalent.",Prerequisite: LING 450 or equivalent.,,,,,
LING 551,LING,551,Pragmatics,4 Hours,"Examination of the major theoretical frameworks in Gricean and post-Gricean pragmatics with an emphasis on theories of implicature, speech acts and im/politeness. Same as PHIL 551. Prerequisite: LING 501 and LING 507, or consent of instructor.","Prerequisite: LING 501 and LING 507, or consent of instructor.",,,,,
LING 559,LING,559,Sem Romance Ling,4 Hours,"Same as FR 559, ITAL 559, PORT 559, RMLG 559, and SPAN 557. See SPAN 557.",,,,,,
LING 560,LING,560,Seminar in Bilingualism,4 Hours,"Research-oriented seminar on theoretical and applied aspects of bilingualism; critical evaluation of linguistic, neurolinguistic, sociolinguistic, and psycholinguistic approaches to bilingualism; and concentration on selected case studies from Western and non-Western societies, especially Asia and Africa. May be repeated if topics vary. Prerequisite: LING 450 or an introductory course in linguistics.",Prerequisite: LING 450 or an introductory course in linguistics.,,,,,
LING 570,LING,570,Seminar in Cognitive Science,2 or 4 Hours,"Same as PSYC 514, ANTH 514, CS 549, EPSY 551, and PHIL 514. See PSYC 514.",,,,,,
LING 575,LING,575,Exper Phon I Spch Physiol,4 Hours,Same as SHS 500. See SHS 500.,,,,,,
LING 576,LING,576,Exper Phon II Spch Acous Perc,4 Hours,Same as SHS 501. See SHS 501.,,,,,,
LING 582,LING,582,Topics in Phonological Theory,4 Hours,Recent developments in the theory of phonology. May be repeated if topics vary. Prerequisite: LING 542 or consent of instructor.,Prerequisite: LING 542 or consent of instructor.,,,,,
LING 584,LING,584,Theories in Second Language Acquisition,4 Hours,"Same as CI 584, EALC 584, EPSY 563, FR 584, GER 584, ITAL 584, PORT 584, and SPAN 584. See SPAN 584.",,,,,,
LING 587,LING,587,Topics in Sociolinguistics,4 Hours,Discussion of current topics in sociolinguistics that have relevance to contemporary societies. Approved for both letter and S/U grading. May be repeated in more than one section per term to a maximum of 8 hours. May be repeated in subsequent terms to a maximum of 12 hours. Prerequisite: LING 450.,Prerequisite: LING 450.,,,,,
LING 588,LING,588,Sem Second Lang Learn,4 Hours,"Same as EALC 588, FR 588, GER 588, ITAL 588, PORT 588, and SPAN 588. See SPAN 588.",,,,,,
LING 590,LING,590,Special Topics in Linguistics,2 to 8 Hours,Individual studies in the areas of linguistics not covered by regular course offerings. May be repeated.,,,,,,
LING 591,LING,591,Seminar in Linguistic Analysis,2 or 4 Hours,Discussion of advanced topics of current interest. May be repeated with approval. Prerequisite: LING 501 and LING 502.,Prerequisite: LING 501 and LING 502.,,,,,
LING 599,LING,599,Thesis Research,0 to 16 Hours,Approved for S/U grading only. May be repeated in the same term or in separate terms.,,,,,,
