course_code,subject,course_number,course_name,credits,description,prerequisites,credit_restrictions,gen_ed,total_students,total_sections,overall_gpa,catalog_text,source_url,catalog_year
CHBE 412,CHBE,412,Computational Tools in Chemical Engineering,"3 Hours
3 undergraduate hours. No graduate credit.","An introduction to computational tools in Python to solve problems in chemical engineering. Methods for solving nonlinear and differential equations, plotting/animation, optimization, and data modeling are discussed. 3 undergraduate hours. No graduate credit.",,No graduate credit.,,,,,"[CHBE 412 Computational Tools in Chemical Engineering credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/412>)

An introduction to computational tools in Python to solve problems in chemical engineering. Methods for solving nonlinear and differential equations, plotting/animation, optimization, and data modeling are discussed. 3 undergraduate hours. No graduate credit.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 413,CHBE,413,Data Science for Chemistry and Engineering,"4 Hours
4 undergraduate hours. No graduate credit.","Introduction to machine learning and deep learning in the context of chemical sciences. Students gain hands-on experience through in-class exercises and homework using real data sets from chemistry, chemical engineering, biomolecular engineering, and material science. Unique processing and featurization techniques relevant to the chemistry sector are taught. Guest lectures by chemical data scientists from industry and academia offer insight into practical applications and potential career paths. The course concludes with a team-based project on cutting-edge machine learning. Same as CHEM 452. 4 undergraduate hours. No graduate credit. Prerequisite: MATH 225, MATH 227, MATH 257, or MATH 415. Restricted to Junior or Senior standing. Knowledge of essential programming constructs (e.g. functions, loops, conditional statements) in the context of a programming language (e.g. C/C++, Fortran, Java) is required. Basic proficiency with the Python programming language is strongly recommended.","Prerequisite: MATH 225, MATH 227, MATH 257, or MATH 415.",No graduate credit.,,,,,"[CHBE 413 Data Science for Chemistry and Engineering credit: 4 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/413>)

Introduction to machine learning and deep learning in the context of chemical sciences. Students gain hands-on experience through in-class exercises and homework using real data sets from chemistry, chemical engineering, biomolecular engineering, and material science. Unique processing and featurization techniques relevant to the chemistry sector are taught. Guest lectures by chemical data scientists from industry and academia offer insight into practical applications and potential career paths. The course concludes with a team-based project on cutting-edge machine learning. Same as [CHEM 452](<https://catalog.illinois.edu/search/?P=CHEM%20452>). 4 undergraduate hours. No graduate credit. Prerequisite: [MATH 225](<https://catalog.illinois.edu/search/?P=MATH%20225>), [MATH 227](<https://catalog.illinois.edu/search/?P=MATH%20227>), [MATH 257](<https://catalog.illinois.edu/search/?P=MATH%20257>), or [MATH 415](<https://catalog.illinois.edu/search/?P=MATH%20415>). Restricted to Junior or Senior standing. Knowledge of essential programming constructs (e.g. functions, loops, conditional statements) in the context of a programming language (e.g. C/C++, Fortran, Java) is required. Basic proficiency with the Python programming language is strongly recommended.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 415,CHBE,415,Chemical Engineering Data Science Experience,"3 Hours
3 undergraduate hours. No graduate credit.","Through internships, research projects, or other off-campus experiences, students will engage in data projects in industry, research, or business settings. Students will gather and analyze data and create comprehensive reports linking their project with data analysis and engineering. Assessments will cover experimental planning, data acquisition, analysis, interpretation, written communication, and presentation. 3 undergraduate hours. No graduate credit. Prerequisite: CHBE 411, IE 300, or STAT 400, plus instructor approval. Approval requires definite arrangements for an internship, research, industry co-op, or work experience. Arrangements should include plans for data analysis tasks and permission to use data in a technical project report for course credit.","Prerequisite: CHBE 411, IE 300, or STAT 400, plus instructor approval.",No graduate credit.,,,,,"[CHBE 415 Chemical Engineering Data Science Experience credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/415>)

Through internships, research projects, or other off-campus experiences, students will engage in data projects in industry, research, or business settings. Students will gather and analyze data and create comprehensive reports linking their project with data analysis and engineering. Assessments will cover experimental planning, data acquisition, analysis, interpretation, written communication, and presentation. 3 undergraduate hours. No graduate credit. Prerequisite: [CHBE 411](<https://catalog.illinois.edu/search/?P=CHBE%20411>), [IE 300](<https://catalog.illinois.edu/search/?P=IE%20300>), or [STAT 400](<https://catalog.illinois.edu/search/?P=STAT%20400>), plus instructor approval. Approval requires definite arrangements for an internship, research, industry co-op, or work experience. Arrangements should include plans for data analysis tasks and permission to use data in a technical project report for course credit.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 421,CHBE,421,Momentum and Heat Transfer,"4 Hours
4 undergraduate hours. 4 graduate hours.","Introduction to fluid statics and dynamics; dimensional analysis; design of flow systems; introduction to heat transfer; conduction, convection, and radiation. 4 undergraduate hours. 4 graduate hours. Credit is not given for both CHBE 421 AND ABE 341. Prerequisite: CHBE 221 and MATH 241.",Prerequisite: CHBE 221 and MATH 241.,Credit is not given for both CHBE 421 AND ABE 341.,,,,,"[CHBE 421 Momentum and Heat Transfer credit: 4 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/421>)

Introduction to fluid statics and dynamics; dimensional analysis; design of flow systems; introduction to heat transfer; conduction, convection, and radiation. 4 undergraduate hours. 4 graduate hours. Credit is not given for both [CHBE 421](<https://catalog.illinois.edu/search/?P=CHBE%20421>) AND [ABE 341](<https://catalog.illinois.edu/search/?P=ABE%20341>). Prerequisite: [CHBE 221](<https://catalog.illinois.edu/search/?P=CHBE%20221>) and [MATH 241](<https://catalog.illinois.edu/search/?P=MATH%20241>).",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 422,CHBE,422,Mass Transfer Operations,"4 Hours
4 undergraduate hours. 4 graduate hours.",Introduction to mass transfer processes and design methods for separation equipment. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHBE 321 and CHBE 421.,Prerequisite: CHBE 321 and CHBE 421.,,,,,,"[CHBE 422 Mass Transfer Operations credit: 4 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/422>)

Introduction to mass transfer processes and design methods for separation equipment. 4 undergraduate hours. 4 graduate hours. Prerequisite: [CHBE 321](<https://catalog.illinois.edu/search/?P=CHBE%20321>) and [CHBE 421](<https://catalog.illinois.edu/search/?P=CHBE%20421>).",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 424,CHBE,424,Chemical Reaction Engineering,"3 Hours
3 undergraduate hours. 3 graduate hours.","Chemical kinetics; chemical reactor design; the interrelationship between transport, thermodynamics, and chemical reaction in open and closed systems. 3 undergraduate hours. 3 graduate hours. Prerequisite: Credit or registration in CHBE 422.",Prerequisite: Credit or registration in CHBE 422.,,,,,,"[CHBE 424 Chemical Reaction Engineering credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/424>)

Chemical kinetics; chemical reactor design; the interrelationship between transport, thermodynamics, and chemical reaction in open and closed systems. 3 undergraduate hours. 3 graduate hours. Prerequisite: Credit or registration in [CHBE 422](<https://catalog.illinois.edu/search/?P=CHBE%20422>).",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 430,CHBE,430,Unit Operations Laboratory,"4 Hours
4 undergraduate hours. 4 graduate hours.","Experiments and computation in fluid mechanics, heat transfer, mass transfer, and chemical reaction engineering. Exercises in effective Chemical and Biomolecular Engineering communications. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHBE 422; credit or concurrent registration in CHBE 424; senior standing in Chemical and Biomolecular Engineering.",Prerequisite: CHBE 422; credit or concurrent registration in CHBE 424; senior standing in Chemical and Biomolecular Engineering.,,,,,,"[CHBE 430 Unit Operations Laboratory credit: 4 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/430>)

Experiments and computation in fluid mechanics, heat transfer, mass transfer, and chemical reaction engineering. Exercises in effective Chemical and Biomolecular Engineering communications. 4 undergraduate hours. 4 graduate hours. Prerequisite: [CHBE 422](<https://catalog.illinois.edu/search/?P=CHBE%20422>); credit or concurrent registration in [CHBE 424](<https://catalog.illinois.edu/search/?P=CHBE%20424>); senior standing in Chemical and Biomolecular Engineering.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 431,CHBE,431,Process Design,"4 Hours
4 undergraduate hours. No graduate credit.","Capstone design course applying principles from previous courses to the design of complete chemical process systems. Topics include techniques used in the synthesis and analysis of chemical processes, process simulation and optimization, and effective communication in a chemical process engineering environment. 4 undergraduate hours. No graduate credit. Prerequisite: CHBE 422 and CHBE 424. Restricted to Senior Chemical Engineering Majors and Senior Chemical Engineering + Data Science Majors.",Prerequisite: CHBE 422 and CHBE 424.,No graduate credit.,Advanced Composition,,,,"[CHBE 431 Process Design credit: 4 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/431>)

Capstone design course applying principles from previous courses to the design of complete chemical process systems. Topics include techniques used in the synthesis and analysis of chemical processes, process simulation and optimization, and effective communication in a chemical process engineering environment. 4 undergraduate hours. No graduate credit. Prerequisite: [CHBE 422](<https://catalog.illinois.edu/search/?P=CHBE%20422>) and [CHBE 424](<https://catalog.illinois.edu/search/?P=CHBE%20424>). Restricted to Senior Chemical Engineering Majors and Senior Chemical Engineering + Data Science Majors.
This course satisfies the General Education Criteria for:
Advanced Composition",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 440,CHBE,440,Process Control and Dynamics,"3 Hours
3 undergraduate hours. 3 graduate hours.","Techniques used in the analysis of process dynamics and in the design of process control systems. Laplace transforms, stability analysis, and frequency response methods. 3 undergraduate hours. 3 graduate hours. Prerequisite: CHBE 421; MATH 285; CS 101. Restricted to students with senior standing in Chemical and Biomolecular Engineering.",Prerequisite: CHBE 421; MATH 285; CS 101.,,,,,,"[CHBE 440 Process Control and Dynamics credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/440>)

Techniques used in the analysis of process dynamics and in the design of process control systems. Laplace transforms, stability analysis, and frequency response methods. 3 undergraduate hours. 3 graduate hours. Prerequisite: [CHBE 421](<https://catalog.illinois.edu/search/?P=CHBE%20421>); [MATH 285](<https://catalog.illinois.edu/search/?P=MATH%20285>); [CS 101](<https://catalog.illinois.edu/search/?P=CS%20101>). Restricted to students with senior standing in Chemical and Biomolecular Engineering.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 453,CHBE,453,Electrochemical Engineering,"2 or 3 Hours
2 or 3 undergraduate hours. 2 or 3 graduate hours.","Fundamentals of analysis, design, and optimization of electrochemical systems. 2 or 3 undergraduate hours. 2 or 3 graduate hours. Prerequisite: Senior standing in physical science or engineering.",Prerequisite: Senior standing in physical science or engineering.,,,,,,"[CHBE 453 Electrochemical Engineering credit: 2 or 3 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/453>)

Fundamentals of analysis, design, and optimization of electrochemical systems. 2 or 3 undergraduate hours. 2 or 3 graduate hours. Prerequisite: Senior standing in physical science or engineering.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 454,CHBE,454,CHBE Projects,"2 Hours
2 undergraduate hours. 2 graduate hours.",Laboratory; development of an individual project. 2 undergraduate hours. 2 graduate hours. Prerequisite: Senior standing in Chemical and Biomolecular Engineering.,Prerequisite: Senior standing in Chemical and Biomolecular Engineering.,,,,,,"[CHBE 454 CHBE Projects credit: 2 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/454>)

Laboratory; development of an individual project. 2 undergraduate hours. 2 graduate hours. Prerequisite: Senior standing in Chemical and Biomolecular Engineering.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 455,CHBE,455,Polymers Synthesis and Industrial Applications,"3 Hours
3 undergraduate hours. No graduate credit.","Explores the fundamentals of polymer production by providing a broad overview of several topics within the field. Students will gain an appreciation of the relationships between polymer composition, synthesis, and processing, all of which ultimately determine bulk polymer properties. 3 undergraduate hours. No graduate credit. Credit is not given for both CHBE 455 and MSE 457.",,"No graduate credit.

Credit is not given for both CHBE 455 and MSE 457.",,,,,"[CHBE 455 Polymers Synthesis and Industrial Applications credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/455>)

Explores the fundamentals of polymer production by providing a broad overview of several topics within the field. Students will gain an appreciation of the relationships between polymer composition, synthesis, and processing, all of which ultimately determine bulk polymer properties. 3 undergraduate hours. No graduate credit. Credit is not given for both [CHBE 455](<https://catalog.illinois.edu/search/?P=CHBE%20455>) and [MSE 457](<https://catalog.illinois.edu/search/?P=MSE%20457>).",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 458,CHBE,458,Synthetic Nanomaterials,"3 Hours
3 undergraduate hours. No graduate credit.","Study of the concepts related to the fundamentals and practical methods for the preparation of nanostructured materials. Classical nucleation and growth, interfacial science, crystal structures, and characterization techniques are among some of the topics covered. The emphasis will be placed on the processing controls of size, shape (dot, wire, and two-dimensional materials), facet, composition, and hierarchical structure. Students will also be exposed to related current topics, including the applications of nanoparticles in energy, sustainability, and biotechnology. 3 undergraduate hours. No graduate credit. Prerequisite: CHEM 102 and CHEM 104, OR CHEM 202 and CHEM 204, or equivalents.","Prerequisite: CHEM 102 and CHEM 104, OR CHEM 202 and CHEM 204, or equivalents.",No graduate credit.,,,,,"[CHBE 458 Synthetic Nanomaterials credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/458>)

Study of the concepts related to the fundamentals and practical methods for the preparation of nanostructured materials. Classical nucleation and growth, interfacial science, crystal structures, and characterization techniques are among some of the topics covered. The emphasis will be placed on the processing controls of size, shape (dot, wire, and two-dimensional materials), facet, composition, and hierarchical structure. Students will also be exposed to related current topics, including the applications of nanoparticles in energy, sustainability, and biotechnology. 3 undergraduate hours. No graduate credit. Prerequisite: [CHEM 102](<https://catalog.illinois.edu/search/?P=CHEM%20102>) and [CHEM 104](<https://catalog.illinois.edu/search/?P=CHEM%20104>), OR [CHEM 202](<https://catalog.illinois.edu/search/?P=CHEM%20202>) and [CHEM 204](<https://catalog.illinois.edu/search/?P=CHEM%20204>), or equivalents.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 459,CHBE,459,Polymer Rheology,"3 Hours
3 undergraduate hours. No graduate credit.","A molecular understanding of polymer characterization and properties is developed to provide an appreciation of the link between the physical chemistry of the microstructure and macroscopic behavior of polymer solutions and melts. Topics include polymer chain introduction, Flory-Huggins-based thermodynamics, rheological characterization (flow, deformation, linear/nonlinear viscoelasticity), dilute/networked polymer systems, and time-temperature superposition. Models describe polymeric suspensions, unentangled melts, entanglements, and the reptation model. 3 undergraduate hours. No graduate credit. Prerequisite: Restricted to undergraduates.",Prerequisite: Restricted to undergraduates.,No graduate credit.,,,,,"[CHBE 459 Polymer Rheology credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/459>)

A molecular understanding of polymer characterization and properties is developed to provide an appreciation of the link between the physical chemistry of the microstructure and macroscopic behavior of polymer solutions and melts. Topics include polymer chain introduction, Flory-Huggins-based thermodynamics, rheological characterization (flow, deformation, linear/nonlinear viscoelasticity), dilute/networked polymer systems, and time-temperature superposition. Models describe polymeric suspensions, unentangled melts, entanglements, and the reptation model. 3 undergraduate hours. No graduate credit. Prerequisite: Restricted to undergraduates.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 461,CHBE,461,Functional Materials Assembly,"3 Hours
3 undergraduate hours. No graduate credit.","Discover essential principles, techniques, and industrial uses of self and directed assembly across scales (molecular to macro) in diverse materials, with a focus on molecular and polymeric substances. Explore intermolecular forces, surface energies, nucleation, crystal growth, phase separation, and interfacial instabilities. Lectures introduce assembly techniques and application of principles in producing materials like pharmaceuticals, fine chemicals, food products, electronics, and solar cells. 3 undergraduate hours. No graduate credit. Prerequisite: CHBE 321, MATH 285, and MATH 257 or MATH 415. Restricted to undergraduate students.","Prerequisite: CHBE 321, MATH 285, and MATH 257 or MATH 415.",No graduate credit.,,,,,"[CHBE 461 Functional Materials Assembly credit: 3 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/461>)

Discover essential principles, techniques, and industrial uses of self and directed assembly across scales (molecular to macro) in diverse materials, with a focus on molecular and polymeric substances. Explore intermolecular forces, surface energies, nucleation, crystal growth, phase separation, and interfacial instabilities. Lectures introduce assembly techniques and application of principles in producing materials like pharmaceuticals, fine chemicals, food products, electronics, and solar cells. 3 undergraduate hours. No graduate credit. Prerequisite: [CHBE 321](<https://catalog.illinois.edu/search/?P=CHBE%20321>), [MATH 285](<https://catalog.illinois.edu/search/?P=MATH%20285>), and [MATH 257](<https://catalog.illinois.edu/search/?P=MATH%20257>) or [MATH 415](<https://catalog.illinois.edu/search/?P=MATH%20415>). Restricted to undergraduate students.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 471,CHBE,471,Biochemical Engineering,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Applications of chemical engineering principles to biological processes. Topics include enzyme mechanisms and kinetics, bioreactor design, cellular growth and metabolism, fermentation, and bioseparations. 3 undergraduate hours. 4 graduate hours. Prerequisite: Junior, senior, or graduate standing, or consent of instructor.","Prerequisite: Junior, senior, or graduate standing, or consent of instructor.",,,,,,"[CHBE 471 Biochemical Engineering credit: 3 or 4 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/471>)

Applications of chemical engineering principles to biological processes. Topics include enzyme mechanisms and kinetics, bioreactor design, cellular growth and metabolism, fermentation, and bioseparations. 3 undergraduate hours. 4 graduate hours. Prerequisite: Junior, senior, or graduate standing, or consent of instructor.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 472,CHBE,472,Techniques in Biomolecular Eng,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Engineering principles that underlie many of the powerful tools in biotechnology and how scientific discoveries and engineering approaches are used in current industrial applications. Physical principles that govern self-organization and repair in biological systems; tools developed to characterize, manipulate, and quantify biomolecules; use of analytical tools and genetic manipulation in modern bioengineering and biotechnology applications. 3 undergraduate hours. 4 graduate hours. Prerequisite: CHEM 202, CHEM 203, CHEM 204 or equivalent; MATH 220 or MATH 221; PHYS 211, PHYS 214 or equivalent; MCB 450.","Prerequisite: CHEM 202, CHEM 203, CHEM 204 or equivalent; MATH 220 or MATH 221; PHYS 211, PHYS 214 or equivalent; MCB 450.",,,,,,"[CHBE 472 Techniques in Biomolecular Eng credit: 3 or 4 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/472>)

Engineering principles that underlie many of the powerful tools in biotechnology and how scientific discoveries and engineering approaches are used in current industrial applications. Physical principles that govern self-organization and repair in biological systems; tools developed to characterize, manipulate, and quantify biomolecules; use of analytical tools and genetic manipulation in modern bioengineering and biotechnology applications. 3 undergraduate hours. 4 graduate hours. Prerequisite: [CHEM 202](<https://catalog.illinois.edu/search/?P=CHEM%20202>), [CHEM 203](<https://catalog.illinois.edu/search/?P=CHEM%20203>), [CHEM 204](<https://catalog.illinois.edu/search/?P=CHEM%20204>) or equivalent; [MATH 220](<https://catalog.illinois.edu/search/?P=MATH%20220>) or [MATH 221](<https://catalog.illinois.edu/search/?P=MATH%20221>); [PHYS 211](<https://catalog.illinois.edu/search/?P=PHYS%20211>), [PHYS 214](<https://catalog.illinois.edu/search/?P=PHYS%20214>) or equivalent; [MCB 450](<https://catalog.illinois.edu/search/?P=MCB%20450>).",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
CHBE 473,CHBE,473,Biomolecular Engineering,"3 or 4 Hours
3 undergraduate hours. 4 graduate hours.","Fundamental principles of biomolecular engineering and its applications in pharmaceutical, agriculture, chemical and food industries. Topics include gene discovery, rational design, directed evolution, pathway engineering, and functional genomics and proteomics. 3 undergraduate hours. 4 graduate hours.",,,,,,,"[CHBE 473 Biomolecular Engineering credit: 3 or 4 Hours.](<https://courses.illinois.edu/schedule/terms/CHBE/473>)

Fundamental principles of biomolecular engineering and its applications in pharmaceutical, agriculture, chemical and food industries. Topics include gene discovery, rational design, directed evolution, pathway engineering, and functional genomics and proteomics. 3 undergraduate hours. 4 graduate hours.",https://catalog.illinois.edu/courses-of-instruction/chbe/,2026–2027
